N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,14:56:27.796,37103,40985,43885,36747,38534,957,994,958,2179,986,1768,1459,1430,1495,1529,1434,517,494,479,438,459,463,428,442,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
111,17:01:42.342,958,995,958,2182,988,18,1461,1432,1493,1527,1434,519,492,478,440,460,463,424,447,40.0
112,17:01:46.754,957,991,958,2180,986,1770,1462,1433,1493,1527,1436,517,493,478,439,460,464,427,447,40.0
113,17:01:51.424,955,993,959,2181,986,16,1462,1432,1494,1527,1436,516,494,479,441,460,463,427,447,40.0
114,17:01:55.822,955,990,960,2182,987,1775,1464,1429,1493,1529,1432,518,494,477,438,458,464,427,445,40.0
115,17:02:00.364,956,993,960,2178,986,1771,1460,1431,1493,1527,1432,516,498,479,441,459,465,428,445,40.0
116,17:02:04.802,956,992,961,2179,987,19,1461,1431,1495,1528,1433,518,494,477,438,460,464,425,445,40.0
117,17:02:09.204,956,992,957,2179,990,1770,1459,1432,1492,1529,1434,516,493,478,437,461,466,428,448,40.0
118,17:02:13.643,955,992,959,2178,988,1768,1460,1432,1494,1528,1432,518,496,481,442,464,465,426,446,40.0
119,17:02:18.003,954,995,960,2180,987,1769,1463,1431,1491,1530,1432,516,491,478,441,459,463,425,442,40.0
120,17:02:22.541,956,993,960,2179,986,65,1460,1430,1493,1529,1432,518,493,479,441,461,462,422,445,40.0
121,17:02:29.965,957,993,957,2180,985,1768,1463,1432,1494,1532,1433,516,492,483,440,460,462,428,447,40.0
122,17:02:34.546,957,993,959,2179,987,13,1463,1431,1495,1527,1437,518,494,480,439,459,466,424,443,40.0
123,17:02:39.102,955,992,960,2180,988,1770,1461,1431,1493,1528,1437,517,492,477,440,459,462,429,444,40.0
124,17:02:43.504,956,991,957,2179,987,13,1461,1429,1494,1530,1436,516,493,479,440,458,464,423,443,40.0
125,17:02:47.882,956,992,958,2178,987,1772,1460,1430,1494,1527,1435,517,492,478,441,458,462,430,444,40.0
126,17:02:52.284,958,992,958,2179,988,1767,1462,1430,1495,1528,1431,518,494,480,440,458,463,426,444,40.0
127,17:02:56.645,957,991,960,2180,988,12,1464,1430,1493,1528,1435,518,495,479,441,459,464,425,445,40.0
128,17:03:01.020,957,995,956,2180,986,1772,1460,1433,1495,1530,1436,517,494,481,439,459,463,424,446,40.0
129,17:03:05.894,957,994,959,2179,984,13,1465,1434,1495,1527,1434,519,492,479,440,457,466,426,445,40.0
130,17:03:10.465,956,992,958,2178,987,1766,1464,1428,1495,1528,1436,514,495,476,440,459,462,426,444,40.0
131,17:03:17.605,956,992,959,2179,987,28,1460,1429,1495,1527,1435,516,492,481,442,461,463,425,446,40.0
132,17:03:22.024,955,992,960,2180,987,1772,1461,1430,1495,1527,1433,515,493,480,441,460,462,423,445,40.0
133,17:03:26.484,958,992,957,2179,988,1772,1461,1433,1496,1529,1433,517,495,479,439,457,464,425,446,40.0
134,17:03:30.984,958,993,956,2180,985,1757,1459,1431,1493,1529,1433,519,496,476,439,460,463,426,443,40.0
135,17:03:35.523,956,992,960,2181,986,1768,1465,1433,1491,1528,1431,518,491,476,442,458,464,427,443,40.0
136,17:03:40.074,955,994,957,2179,986,16,1463,1432,1496,1533,1433,515,493,478,440,461,466,429,446,40.0
137,17:03:44.862,958,994,958,2180,986,1772,1461,1433,1493,1531,1433,516,495,480,439,461,464,425,443,40.0
138,17:03:49.388,957,992,959,2178,987,1772,1461,1433,1495,1527,1433,517,494,477,442,459,463,425,446,40.0
139,17:03:54.124,958,994,958,2180,986,1770,1461,1431,1491,1529,1431,515,493,479,441,458,466,427,444,40.0
140,17:03:58.684,958,993,957,2178,988,1768,1462,1431,1493,1527,1433,517,494,478,437,460,461,426,443,40.0
141,17:04:05.643,956,993,958,2178,986,26,1461,1431,1492,1528,1435,515,494,478,440,458,464,427,447,40.0
142,17:04:10.144,957,994,960,2179,987,1769,1458,1431,1496,1529,1434,516,492,477,438,457,464,429,447,40.0
143,17:04:14.587,958,992,961,2181,988,1769,1463,1433,1493,1530,1431,519,495,478,440,460,464,427,443,40.0
144,17:04:19.086,955,994,959,2182,989,16,1463,1431,1495,1528,1434,516,494,478,440,457,464,426,442,40.0
145,17:04:23.507,958,995,957,2178,987,1771,1461,1429,1492,1531,1435,518,494,477,441,459,464,424,446,40.0
146,17:04:27.967,956,995,959,2181,988,14,1462,1430,1495,1528,1436,515,494,476,440,459,462,426,448,40.0
147,17:04:32.388,954,992,958,2182,986,1771,1463,1429,1493,1528,1436,514,491,478,438,459,466,426,446,40.0
148,17:04:36.705,956,993,959,2181,985,13,1463,1428,1491,1527,1433,518,492,477,439,462,464,425,446,40.0
149,17:04:41.085,956,994,957,2181,985,1770,1462,1431,1494,1527,1434,517,492,477,441,458,461,427,444,40.0
150,17:04:45.463,957,992,960,2182,986,15,1463,1432,1495,1528,1435,519,492,477,440,462,462,429,442,40.0
151,17:04:52.611,957,992,959,2181,989,1769,1463,1432,1495,1528,1434,518,494,480,438,460,466,427,446,40.0
152,17:04:57.051,957,994,960,2180,987,1769,1462,1428,1494,1529,1432,517,494,477,437,460,462,427,450,40.0
153,17:05:01.506,957,994,959,2180,985,16,1463,1431,1493,1529,1432,516,494,481,444,459,461,426,448,40.0
154,17:05:05.965,956,993,957,2179,987,1772,1462,1433,1495,1527,1436,518,491,478,442,457,463,427,444,40.0
155,17:05:10.342,955,992,958,2178,988,237,1463,1431,1493,1526,1433,517,493,478,437,459,464,426,444,40.0
156,17:05:14.724,956,994,958,2178,986,1769,1458,1431,1494,1529,1434,514,496,478,440,460,461,424,446,40.0
157,17:05:19.116,958,992,959,2179,990,1774,1461,1430,1493,1528,1435,516,495,479,440,459,463,424,444,40.0
158,17:05:23.565,956,994,959,2180,989,13,1461,1429,1493,1527,1435,515,492,480,439,459,462,424,446,40.0
159,17:05:28.367,957,991,957,2178,986,1770,1460,1430,1494,1529,1433,516,492,477,437,458,461,426,443,40.0
160,17:05:32.824,955,993,958,2181,986,13,1460,1429,1493,1528,1434,515,494,479,439,462,464,424,445,40.0
161,17:05:39.948,958,993,959,2182,987,1773,1459,1433,1496,1529,1434,519,495,480,441,460,463,422,445,40.0
162,17:05:44.421,957,995,958,2181,988,1813,1462,1430,1494,1529,1434,515,494,477,438,460,464,425,446,40.0
163,17:05:48.881,955,990,957,2180,988,17,1462,1431,1494,1533,1435,515,492,479,439,462,462,425,447,40.0
164,17:05:53.406,957,994,957,2179,985,212,1463,1431,1493,1528,1435,518,493,480,440,462,462,425,444,40.0
165,17:05:57.906,955,994,959,2179,987,1771,1461,1432,1495,1530,1432,517,494,480,439,459,461,427,449,40.0
166,17:06:02.329,957,994,960,2180,986,17,1463,1432,1494,1527,1432,517,495,479,441,463,461,425,444,40.0
167,17:06:06.865,956,992,961,2178,985,1769,1462,1431,1494,1531,1435,515,492,480,440,459,466,425,447,40.0
168,17:06:11.333,958,990,959,2179,986,1771,1461,1433,1495,1532,1434,518,495,480,439,460,464,426,445,40.0
169,17:06:15.926,956,993,959,2178,989,14,1464,1433,1497,1532,1434,515,495,481,439,461,461,425,446,40.0
170,17:06:20.365,955,994,959,2179,988,1768,1462,1429,1495,1529,1434,517,493,477,437,460,462,428,442,40.0
171,17:06:27.345,958,993,959,2179,985,16,1459,1431,1494,1529,1434,517,496,481,439,459,462,429,443,40.0
172,17:06:31.842,956,991,960,2181,986,1769,1463,1432,1494,1528,1434,517,496,480,441,459,462,425,444,40.0
173,17:06:36.307,955,993,960,2178,985,15,1464,1428,1493,1529,1434,519,492,480,438,457,463,425,446,40.0
174,17:06:40.768,956,992,960,2179,988,1771,1459,1432,1495,1528,1433,515,492,481,438,459,463,427,446,40.0
175,17:06:45.184,956,994,958,2180,986,16,1461,1429,1493,1530,1435,516,493,478,440,460,466,427,443,40.0
176,17:06:49.624,955,993,958,2179,986,1770,1463,1431,1492,1530,1435,516,494,478,440,460,466,428,445,40.0
177,17:06:54.122,956,991,960,2180,984,13,1463,1434,1494,1526,1435,519,495,476,440,461,465,423,444,40.0
178,17:06:58.583,956,991,957,2178,987,1770,1459,1433,1497,1528,1432,516,493,479,441,457,466,424,446,40.0
179,17:07:03.027,956,991,958,2180,988,16,1465,1431,1491,1530,1434,519,494,477,441,459,464,426,446,40.0
180,17:07:07.570,956,994,959,2178,987,1770,1463,1432,1494,1528,1436,515,493,480,440,460,468,426,447,40.0
181,17:07:15.145,960,990,956,2179,986,27,1460,1431,1494,1529,1434,515,495,481,441,461,463,428,448,40.0
182,17:07:19.724,954,992,959,2116,985,216,1464,1429,1495,1531,1434,515,493,479,444,463,466,424,448,40.0
183,17:07:24.126,956,995,957,2115,987,62,1459,1430,1496,1528,1433,515,496,478,438,461,462,428,447,40.0
184,17:07:28.801,955,992,959,2116,988,1771,1462,1431,1492,1532,1437,518,492,480,440,459,465,428,444,40.0
185,17:07:33.128,958,993,957,2179,987,13,1463,1431,1494,1531,1435,515,495,479,441,459,466,426,447,40.0
186,17:07:37.727,956,993,959,2180,986,1772,1463,1430,1494,1533,1432,515,493,482,439,457,464,425,444,40.0
187,17:07:42.185,958,994,959,2179,987,12,1461,1434,1495,1533,1432,515,493,479,441,460,464,428,448,40.0
188,17:07:46.645,956,993,960,2178,988,1770,1463,1429,1493,1533,1434,514,491,479,437,459,466,429,447,40.0
189,17:07:51.124,956,993,958,2178,988,15,1460,1433,1493,1532,1435,517,492,480,438,460,461,426,447,40.0
190,17:07:55.503,955,991,961,2179,985,1772,1462,1431,1493,1532,1435,518,493,476,442,458,464,423,444,40.0
191,17:08:02.699,959,991,958,2179,986,25,1461,1433,1494,1528,1432,518,494,480,440,462,463,426,442,40.0
192,17:08:07.785,956,991,958,2178,986,1774,1463,1432,1495,1529,1436,516,496,478,437,459,463,423,444,40.0
193,17:08:12.877,957,993,960,2179,990,193,1461,1431,1492,1527,1433,517,496,476,438,459,465,428,445,40.0
194,17:08:18.059,956,992,958,2178,986,39,1462,1431,1493,1529,1435,515,493,479,440,460,464,426,443,40.0
195,17:08:23.418,956,994,958,2178,986,1786,1461,1433,1494,1528,1435,517,495,478,440,458,463,425,445,40.0
196,17:08:28.103,955,994,959,2180,988,12,1462,1430,1496,1527,1434,516,496,477,437,461,468,423,444,40.0
197,17:08:32.636,956,995,958,2179,986,1767,1462,1432,1494,1529,1434,516,491,478,440,458,466,428,443,40.0
198,17:08:37.226,955,993,956,2181,988,1772,1462,1430,1494,1532,1436,516,493,477,440,460,466,427,444,40.0
199,17:08:41.627,956,993,956,2178,987,12,1461,1431,1494,1529,1434,519,496,480,439,460,464,424,443,40.0
200,17:08:46.023,957,991,958,2179,988,1769,1460,1433,1493,1529,1437,518,493,480,439,457,463,427,448,40.0
201,17:08:53.044,957,993,959,2178,986,24,1459,1430,1493,1528,1434,515,496,478,438,460,462,429,446,40.0
202,17:08:57.626,956,994,959,2180,986,1768,1462,1431,1494,1531,1433,515,493,477,441,460,463,425,445,40.0
203,17:09:02.263,955,992,958,2180,986,1768,1464,1428,1495,1527,1432,519,492,476,440,462,466,423,446,40.0
204,17:09:06.967,957,994,959,2180,986,16,1463,1431,1494,1528,1432,516,493,478,439,464,462,425,446,40.0
205,17:09:11.435,957,994,961,2180,986,1769,1459,1433,1495,1528,1434,516,494,480,439,461,463,425,446,40.0
206,17:09:15.922,956,992,958,2179,987,28,1465,1432,1493,1528,1435,517,494,477,437,461,464,425,443,40.0
207,17:09:20.448,956,995,961,2179,987,1770,1464,1434,1493,1529,1434,516,492,476,438,459,462,426,445,40.0
208,17:09:24.866,957,993,957,2179,986,12,1461,1429,1495,1529,1433,518,494,481,441,457,466,428,442,40.0
209,17:09:29.454,956,994,959,2179,988,1770,1460,1431,1491,1527,1433,518,493,481,441,458,466,423,445,40.0
210,17:09:34.029,955,994,959,2180,986,1771,1459,1431,1494,1532,1433,518,492,478,439,461,462,423,444,40.0
211,17:09:41.097,956,991,958,2180,988,23,1459,1431,1493,1531,1433,519,496,480,437,459,465,428,444,40.0
212,17:09:45.708,956,991,958,2179,986,1774,1462,1431,1494,1528,1432,517,493,477,441,460,463,424,443,40.0
213,17:09:50.237,956,992,959,2179,984,92,1462,1431,1494,1528,1437,519,493,477,438,458,462,427,444,40.0
214,17:09:54.786,956,992,959,2181,986,1770,1463,1432,1494,1527,1433,517,493,479,438,460,465,430,444,40.0
215,17:09:59.213,956,994,958,2179,987,14,1459,1430,1496,1530,1436,518,495,478,438,461,461,425,448,40.0
216,17:10:03.684,957,990,960,2178,986,1769,1461,1432,1495,1529,1434,517,494,479,439,461,464,422,449,40.0
217,17:10:08.225,958,992,958,2179,987,15,1459,1431,1493,1527,1436,516,494,479,441,458,466,425,448,40.0
218,17:10:12.667,958,992,960,2178,985,1771,1462,1429,1495,1533,1434,518,493,477,441,458,466,424,445,40.0
219,17:10:17.256,955,991,960,2179,987,15,1461,1428,1495,1533,1435,518,493,478,437,459,463,430,444,40.0
220,17:10:21.704,956,993,956,2179,986,1772,1463,1433,1491,1531,1433,514,493,478,437,460,462,425,448,40.0
221,17:10:28.851,957,993,958,2180,987,22,1460,1431,1495,1528,1435,516,495,476,441,457,464,424,446,40.0
222,17:10:33.293,956,993,959,2180,988,1769,1462,1430,1493,1528,1433,515,494,476,440,459,463,426,445,40.0
223,17:10:37.694,955,993,956,2180,986,12,1459,1431,1493,1529,1434,517,492,479,440,461,464,425,443,40.0
224,17:10:42.144,955,993,958,2179,986,1769,1459,1428,1495,1529,1432,517,496,479,441,460,465,424,447,40.0
225,17:10:46.596,958,991,958,2179,986,12,1461,1430,1495,1530,1432,516,494,479,439,460,466,424,448,40.0
226,17:10:51.044,956,994,958,2179,986,1771,1462,1430,1496,1528,1433,518,493,479,440,459,466,424,445,40.0
227,17:10:55.444,957,994,960,2179,986,14,1463,1431,1493,1528,1436,515,491,480,438,460,464,422,446,40.0
228,17:10:59.864,954,993,958,2179,986,1770,1461,1430,1495,1529,1432,518,492,477,444,460,465,429,446,40.0
229,17:11:04.262,956,990,961,2180,985,11,1461,1430,1495,1527,1433,516,493,478,437,460,467,427,447,40.0
230,17:11:08.665,957,993,961,2179,987,49,1462,1433,1493,1531,1433,515,491,480,443,461,463,425,446,40.0
231,17:11:15.824,957,990,958,2180,987,1767,1460,1432,1493,1530,1436,515,494,480,440,462,463,425,444,40.0
232,17:11:20.365,957,991,959,2180,986,14,1464,1431,1495,1527,1432,518,496,480,440,463,464,423,445,40.0
233,17:11:24.805,956,993,956,2179,986,165,1463,1429,1493,1528,1435,514,495,481,441,460,463,429,446,40.0
234,17:11:29.305,957,994,957,2178,986,283,1463,1431,1493,1527,1434,516,494,476,438,460,463,428,442,40.0
235,17:11:33.767,958,992,959,2179,989,181,1462,1434,1495,1528,1435,515,492,479,441,462,465,423,443,40.0
236,17:11:38.219,959,996,957,2180,987,18,1464,1429,1495,1528,1433,516,495,480,437,462,463,424,442,40.0
237,17:11:42.650,959,992,960,2181,985,1763,1462,1431,1495,1528,1435,516,495,480,440,461,465,425,446,40.0
238,17:11:47.047,956,993,960,2178,985,16,1462,1431,1493,1529,1434,515,495,479,437,463,461,425,447,40.0
239,17:11:51.471,958,995,958,2183,988,1771,1460,1431,1493,1532,1433,518,493,478,437,463,462,424,446,40.0
240,17:11:55.958,958,992,958,2178,984,14,1462,1432,1493,1529,1436,514,494,480,440,459,462,424,444,40.0
241,17:12:03.109,958,992,957,2178,984,1769,1465,1429,1493,1529,1434,518,496,479,440,460,465,424,445,40.0
242,17:12:07.850,958,991,958,2181,986,1770,1460,1433,1493,1528,1435,518,492,477,440,461,463,427,447,40.0
243,17:12:12.286,957,993,957,2183,987,11,1463,1433,1495,1529,1432,515,492,479,440,460,463,429,444,40.0
244,17:12:16.749,956,993,958,2182,985,1770,1462,1431,1492,1529,1435,516,492,478,445,459,463,426,442,40.0
245,17:12:21.128,956,991,957,2181,987,11,1459,1433,1494,1528,1433,516,495,481,439,462,466,426,443,40.0
246,17:12:25.570,955,993,958,2180,988,1771,1463,1428,1495,1529,1433,518,492,480,441,459,461,424,446,40.0
247,17:12:30.329,955,993,957,2180,988,12,1463,1432,1494,1526,1437,515,492,478,441,463,466,424,447,40.0
248,17:12:34.774,956,991,958,2180,988,1768,1461,1433,1493,1527,1437,515,495,478,441,464,465,427,449,40.0
249,17:12:39.248,956,993,960,2182,986,12,1464,1433,1495,1527,1436,515,494,477,439,464,464,423,444,40.0
250,17:12:43.750,955,993,957,2179,986,1771,1463,1430,1495,1528,1434,515,493,478,439,459,462,424,449,40.0
251,17:12:52.430,958,992,957,2181,986,24,1461,1430,1493,1528,1436,517,495,479,441,464,466,425,443,40.0
252,17:12:57.452,958,994,957,2180,988,1771,1463,1432,1494,1527,1433,518,492,481,440,461,461,429,443,40.0
253,17:13:02.373,956,994,958,2179,987,1773,1462,1429,1492,1527,1432,517,493,479,441,458,464,423,445,40.0
254,17:13:06.975,957,994,957,2179,986,1772,1463,1432,1494,1529,1432,519,496,476,440,461,464,426,447,40.0
255,17:13:11.472,955,994,959,2180,987,12,1460,1433,1496,1529,1433,518,494,478,440,459,465,426,444,40.0
256,17:13:15.973,955,995,958,2179,988,1773,1464,1432,1493,1529,1434,516,495,477,441,457,463,428,445,40.0
257,17:13:20.372,956,994,959,2179,985,13,1460,1430,1495,1526,1435,514,495,478,437,460,464,426,444,40.0
258,17:13:24.793,956,993,958,2179,987,1769,1462,1429,1492,1529,1434,515,495,477,439,458,465,426,444,40.0
259,17:13:29.272,957,993,958,2180,986,11,1463,1434,1495,1528,1435,516,493,480,440,460,464,429,445,40.0
260,17:13:33.752,958,993,959,2178,988,1769,1461,1430,1495,1529,1436,517,495,477,439,460,465,425,446,40.0
261,17:13:40.813,958,993,960,2178,985,21,1463,1431,1495,1530,1433,519,495,479,438,461,465,426,446,40.0
262,17:13:45.253,955,993,962,2179,988,1768,1464,1432,1494,1531,1436,516,495,480,439,459,462,426,444,40.0
263,17:13:49.732,955,995,958,2179,985,265,1462,1429,1496,1528,1434,516,496,478,441,459,463,425,445,40.0
264,17:13:54.154,957,992,958,2178,987,46,1459,1434,1495,1526,1433,515,494,477,438,460,462,425,446,40.0
265,17:13:58.654,956,992,957,2181,988,1768,1463,1431,1495,1531,1435,518,494,480,438,460,461,426,443,40.0
266,17:14:03.173,955,993,960,2179,987,11,1462,1433,1492,1528,1434,518,493,477,440,461,464,426,445,40.0
267,17:14:07.596,954,994,956,2178,988,1770,1459,1433,1495,1529,1435,515,495,478,441,458,464,423,447,40.0
268,17:14:11.995,956,992,960,2179,986,11,1464,1429,1494,1530,1434,515,494,477,444,459,463,427,443,40.0
269,17:14:16.696,958,993,960,2179,986,1772,1458,1434,1496,1528,1435,516,495,478,437,462,464,426,448,40.0
270,17:14:21.115,955,992,957,2179,987,13,1463,1433,1493,1529,1435,517,492,477,441,463,465,430,445,40.0
271,17:14:28.117,958,991,960,2182,986,11,1459,1431,1496,1528,1435,514,496,477,442,460,463,423,447,40.0
272,17:14:32.538,956,992,957,2180,986,1771,1464,1429,1494,1529,1436,515,494,477,438,462,462,425,448,40.0
273,17:14:36.957,955,992,958,2180,987,11,1463,1428,1491,1528,1435,519,493,481,440,459,464,428,444,40.0
274,17:14:41.418,956,992,959,2180,988,1772,1461,1430,1495,1528,1434,515,492,479,441,459,463,427,444,40.0
275,17:14:45.781,956,992,958,2179,986,8,1462,1431,1495,1531,1431,517,493,479,441,461,462,426,444,40.0
276,17:14:50.177,956,994,956,2181,986,1771,1459,1428,1494,1531,1434,516,494,478,441,459,465,428,444,40.0
277,17:14:54.619,956,992,957,2180,988,12,1460,1428,1496,1531,1434,515,494,477,441,460,468,426,443,40.0
278,17:14:59.115,955,994,961,2180,986,1772,1464,1431,1495,1531,1434,517,494,478,440,461,465,427,446,40.0
279,17:15:03.768,956,994,958,2180,985,12,1463,1430,1493,1533,1434,516,494,478,440,458,463,429,444,40.0
280,17:15:08.217,956,994,957,2180,986,1771,1461,1430,1493,1532,1434,516,494,478,439,460,463,427,446,40.0
281,17:15:15.299,956,991,959,2178,986,18,1463,1430,1494,1529,1434,515,495,480,437,462,462,423,444,40.0
282,17:15:19.841,958,994,960,2178,989,1776,1460,1432,1493,1529,1434,515,494,478,438,459,465,428,449,40.0
283,17:15:24.285,957,991,957,2180,985,14,1461,1431,1494,1529,1434,517,494,481,441,460,464,428,445,40.0
284,17:15:28.840,957,992,959,2179,987,1769,1465,1430,1493,1529,1433,516,494,480,440,458,462,428,445,40.0
285,17:15:33.280,957,992,958,2181,985,1771,1461,1432,1493,1530,1433,518,492,477,441,459,465,426,445,40.0
286,17:15:37.709,955,993,959,2180,986,12,1462,1432,1494,1528,1434,516,494,480,441,459,463,427,443,40.0
287,17:15:42.203,955,991,961,2179,989,1769,1464,1430,1494,1528,1436,516,493,479,439,461,464,428,446,40.0
288,17:15:46.619,955,993,960,2178,987,10,1462,1430,1495,1528,1435,514,495,480,439,461,464,427,444,40.0
289,17:15:51.080,955,993,958,2179,985,1772,1460,1428,1492,1528,1434,517,493,477,437,458,463,429,447,40.0
290,17:15:55.502,956,994,960,2179,986,9,1462,1432,1494,1530,1435,515,494,479,440,461,461,426,443,40.0
291,17:16:02.545,957,995,958,2179,984,10,1460,1429,1495,1529,1434,518,492,480,441,458,463,429,444,40.0
292,17:16:07.002,958,992,959,2180,987,1770,1462,1432,1492,1528,1434,515,492,477,437,460,462,426,442,40.0
293,17:16:11.381,957,995,958,2178,986,11,1462,1429,1494,1528,1434,515,494,479,439,457,461,429,445,40.0
294,17:16:15.824,957,991,959,2180,986,1770,1461,1431,1493,1528,1434,516,492,476,441,457,465,424,443,40.0
295,17:16:20.288,958,994,958,2179,988,10,1461,1433,1492,1529,1435,516,494,477,439,461,465,429,447,40.0
296,17:16:24.700,957,993,957,2178,986,1769,1459,1433,1493,1527,1435,517,494,478,441,461,462,427,450,40.0
297,17:16:29.231,957,992,957,2178,988,10,1461,1430,1494,1529,1433,518,493,479,439,457,463,423,443,40.0
298,17:16:33.683,956,993,960,2178,987,1769,1461,1429,1492,1528,1435,518,494,478,441,462,463,427,443,40.0
299,17:16:38.113,958,994,959,2179,986,10,1460,1430,1492,1530,1435,515,493,481,438,461,464,428,445,40.0
300,17:16:42.564,958,990,961,2180,988,1769,1461,1431,1492,1529,1433,516,496,478,439,459,467,426,443,40.0
301,17:16:49.544,957,991,959,2180,986,27,1462,1431,1495,1528,1434,515,495,477,438,459,461,426,448,40.0
302,17:16:54.221,957,992,957,2178,986,70,1460,1429,1494,1531,1436,516,492,479,439,460,461,426,447,40.0
303,17:16:58.781,955,994,956,2180,986,1770,1461,1430,1496,1530,1432,516,491,477,438,458,464,427,444,40.0
304,17:17:03.203,957,994,956,2178,987,27,1462,1430,1495,1530,1436,518,496,477,439,463,464,426,445,40.0
305,17:17:07.642,957,992,958,2178,988,1770,1463,1431,1493,1528,1434,515,495,476,437,464,464,428,445,40.0
306,17:17:12.083,956,994,959,2180,987,1769,1462,1430,1495,1530,1437,517,493,477,444,460,461,424,447,40.0
307,17:17:16.464,956,994,958,2179,987,8,1463,1433,1496,1528,1437,515,496,477,438,462,463,425,443,40.0
308,17:17:20.862,956,993,957,2181,987,1773,1461,1430,1494,1529,1435,515,492,477,441,460,461,425,445,40.0
309,17:17:25.283,956,994,958,2180,987,10,1461,1431,1493,1527,1435,518,495,480,438,460,466,424,443,40.0
310,17:17:29.702,957,993,958,2180,985,1770,1465,1429,1495,1528,1435,518,492,480,442,458,466,424,446,40.0
311,17:17:36.873,956,991,958,2178,984,10,1460,1429,1494,1529,1437,519,495,477,437,462,465,425,443,40.0
312,17:17:41.522,954,992,958,2180,986,1770,1465,1434,1496,1527,1434,517,491,480,438,461,464,424,446,40.0
313,17:17:45.930,956,992,957,2178,986,12,1462,1432,1491,1531,1434,515,494,477,442,461,466,429,444,40.0
314,17:17:50.343,956,991,959,2179,988,1770,1464,1431,1495,1529,1434,518,495,477,441,459,463,426,443,40.0
315,17:17:54.825,957,992,957,2179,988,27,1461,1430,1492,1529,1434,518,495,477,441,461,462,428,444,40.0
316,17:17:59.224,955,992,958,2178,988,51,1461,1431,1493,1527,1433,514,493,478,442,460,461,424,445,40.0
317,17:18:03.683,957,995,958,2178,988,1783,1461,1432,1494,1527,1436,515,495,479,440,465,465,430,444,40.0
318,17:18:08.103,958,993,959,2179,986,9,1461,1431,1493,1528,1435,516,494,479,437,458,461,427,443,40.0
319,17:18:12.545,957,994,959,2179,987,14,1460,1431,1494,1527,1435,516,493,479,438,460,462,428,445,40.0
320,17:18:17.065,955,992,959,2179,985,1775,1461,1431,1494,1530,1435,515,493,478,440,461,461,426,446,40.0
321,17:18:24.140,956,993,960,2180,986,13,1461,1432,1495,1529,1435,519,493,479,438,461,462,429,448,40.0
322,17:18:28.642,957,992,958,2178,987,1774,1463,1433,1495,1528,1433,514,494,480,441,460,464,424,446,40.0
323,17:18:33.081,957,991,958,2179,986,13,1462,1429,1492,1529,1431,515,492,479,441,461,463,428,447,40.0
324,17:18:37.485,956,994,958,2180,989,197,1463,1431,1493,1529,1432,515,495,476,440,460,464,427,445,40.0
325,17:18:41.929,956,992,959,2179,987,31,1462,1431,1495,1529,1436,516,493,480,440,459,468,426,445,40.0
326,17:18:46.463,956,994,958,2180,987,1767,1465,1434,1494,1529,1434,515,494,478,438,459,463,429,447,40.0
327,17:18:50.905,955,994,958,2178,985,9,1463,1431,1493,1528,1432,517,493,479,441,461,464,424,443,40.0
328,17:18:55.514,958,992,958,2181,988,1772,1462,1432,1494,1529,1435,518,493,476,441,463,465,427,444,40.0
329,17:18:59.942,956,992,958,2181,986,9,1462,1430,1493,1528,1435,518,493,477,440,462,461,424,446,40.0
330,17:19:04.524,955,993,957,2178,987,1775,1461,1432,1493,1528,1432,516,496,479,438,461,463,425,445,40.0
331,17:19:11.623,958,993,958,2180,987,17,1462,1430,1495,1528,1436,516,494,477,441,460,461,423,444,40.0
332,17:19:16.021,956,992,959,2178,988,1773,1461,1432,1494,1528,1434,517,495,479,440,461,464,422,446,40.0
333,17:19:20.449,956,993,956,2180,985,9,1462,1433,1492,1528,1432,518,496,477,441,457,463,429,444,40.0
334,17:19:24.842,956,991,960,2179,984,1776,1462,1430,1493,1528,1434,516,493,477,441,459,464,427,443,40.0
335,17:19:29.364,955,993,958,2178,987,8,1462,1432,1493,1528,1432,516,493,478,441,462,463,425,446,40.0
336,17:19:33.785,957,991,958,2179,986,1772,1463,1429,1494,1527,1436,515,491,479,440,459,463,427,446,40.0
337,17:19:38.164,956,991,957,2180,987,9,1462,1432,1494,1528,1434,514,493,479,440,458,465,427,443,40.0
338,17:19:42.563,957,991,957,2181,988,18,1462,1431,1495,1530,1434,519,492,479,438,460,463,426,446,40.0
339,17:19:47.063,955,994,957,2179,985,1769,1463,1430,1494,1529,1434,516,494,477,437,463,465,427,449,40.0
340,17:19:51.532,956,995,960,2179,986,1772,1459,1432,1491,1529,1432,516,494,478,439,458,462,429,445,40.0
341,17:19:58.794,955,992,958,2178,987,13,1458,1430,1492,1531,1437,516,492,478,439,460,461,430,447,40.0
342,17:20:03.222,956,991,959,2179,988,1772,1461,1433,1493,1531,1432,514,494,478,440,460,461,425,448,40.0
343,17:20:07.704,957,993,958,2179,987,10,1461,1431,1493,1528,1434,514,492,478,441,460,462,426,442,40.0
344,17:20:12.143,956,992,960,2179,987,1771,1462,1434,1495,1528,1435,517,492,478,439,462,463,426,447,40.0
