N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
3896,09:43:59.327,36436,37067,35819,36208,35388,1186,1069,975,969,975,2325,1553,1504,1613,1738,1546,470,498,468,492,532,477,462,420,,43.0
3897,09:44:02.928,36470,37136,35645,36128,35195,1186,1070,973,968,975,2325,1552,1503,1613,1738,1544,472,497,466,491,533,475,462,418,,43.0
3898,09:44:06.490,36683,37149,35798,36192,35437,1184,1070,974,970,971,2324,1550,1507,1613,1737,1542,471,497,468,489,529,476,461,419,,43.0
3899,09:44:09.990,36609,37045,35670,36224,35560,1184,1070,974,969,972,2325,1552,1504,1613,1737,1546,471,498,468,492,533,475,464,419,,43.0
3900,09:44:13.768,36338,36969,35694,35892,35402,1186,1070,972,972,972,2326,1552,1506,1612,1736,1542,474,498,468,488,530,475,462,417,,43.0
3901,09:44:19.987,36302,36978,35436,36139,35225,1186,1073,972,969,974,2326,1550,1503,1612,1736,1543,470,498,469,488,533,476,463,422,,43.0
3902,09:44:23.610,36580,37069,35812,36241,35607,1186,1071,974,970,971,2327,1551,1504,1613,1737,1545,472,498,467,490,536,475,462,419,,43.0
3903,09:44:27.226,36693,37065,35526,36180,35434,1184,1070,972,969,972,2323,1551,1506,1615,1737,1547,472,498,467,491,531,475,462,422,,43.0
3904,09:44:30.770,36530,36880,35644,36010,35318,1184,1071,976,969,971,2326,1552,1506,1613,1739,1545,471,494,469,492,530,475,460,419,,43.0
3905,09:44:34.368,36594,37021,35688,36233,35238,1185,1073,973,968,971,2323,1552,1506,1611,1737,1547,473,499,469,491,532,476,463,441,,43.0
3906,09:44:37.887,36368,37127,35827,36096,35677,1186,1072,972,968,972,2324,1547,1504,1612,1738,1547,471,496,466,492,534,471,465,416,,43.0
3907,09:44:41.491,36494,37029,35672,36108,35443,1186,1072,975,968,973,2324,1553,1504,1613,1736,1546,470,497,470,490,532,476,464,420,,43.0
3908,09:44:45.130,36494,37097,35689,36037,35335,1186,1070,976,969,973,2326,1549,1505,1613,1738,1546,472,498,468,491,531,477,461,417,,43.0
3909,09:44:48.650,36705,37110,35820,36051,35437,1184,1071,973,969,971,2326,1550,1504,1612,1737,1546,473,497,468,488,530,477,463,416,,43.0
3910,09:44:52.227,36350,36862,35987,36004,35403,1184,1071,974,967,974,2325,1551,1503,1612,1738,1545,473,498,468,491,530,476,460,416,,43.0
3911,09:44:58.411,36454,37007,35589,36104,35229,1184,1071,974,971,972,2327,1552,1503,1614,1737,1541,470,496,470,491,533,474,460,421,,43.0
3912,09:45:01.987,36484,37139,35763,36073,35472,1183,1070,974,971,974,2325,1553,1508,1615,1738,1542,473,496,472,492,533,471,464,420,,43.0
3913,09:45:05.509,36558,37101,35836,36101,35494,1182,1070,976,972,972,2325,1551,1506,1612,1738,1546,470,497,466,492,531,506,465,417,,43.0
3914,09:45:09.068,36581,37112,35721,36049,35483,1183,1072,973,972,972,2323,1551,1503,1612,1739,1546,469,498,467,491,532,471,465,418,,43.0
3915,09:45:12.570,36455,37111,35643,36072,35478,1186,1070,970,970,975,2322,1551,1505,1614,1738,1547,472,497,468,493,530,478,466,417,,43.0
3916,09:45:16.090,36387,37043,35689,35907,35372,1185,1071,972,972,972,2325,1549,1506,1611,1739,1547,471,498,467,490,530,474,465,417,,43.0
3917,09:45:19.647,36504,36988,35759,36176,35418,1186,1071,976,970,969,2324,1552,1504,1610,1738,1546,469,499,468,491,534,473,464,419,,43.0
3918,09:45:23.228,36635,37168,35719,36189,35485,1183,1073,973,970,972,2324,1550,1508,1612,1737,1545,471,496,470,493,530,472,463,419,,43.0
3919,09:45:26.790,36515,37045,35734,36028,35242,1186,1072,975,972,974,2324,1550,1504,1615,1737,1547,473,497,468,492,531,474,466,421,,43.0
3920,09:45:30.447,36582,37027,35686,36143,35484,1185,1070,976,969,970,2322,1549,1505,1612,1738,1546,470,500,467,491,533,474,467,423,,43.0
3921,09:45:36.669,36484,37121,35624,36137,35494,1187,1070,974,972,974,2324,1549,1503,1612,1738,1541,472,498,467,491,530,474,464,417,,43.0
3922,09:45:40.270,36451,37047,35766,36039,35198,1185,1071,974,969,973,2322,1553,1509,1614,1736,1545,471,497,468,491,533,476,465,419,,43.0
3923,09:45:43.908,36479,37060,35686,36053,35405,1187,1069,976,969,974,2322,1550,1503,1613,1736,1548,470,498,467,489,529,475,465,422,,43.0
3924,09:45:47.450,36620,36896,35787,36109,35381,1184,1070,975,970,972,2324,1552,1507,1614,1737,1545,472,495,468,489,531,474,466,421,,43.0
3925,09:45:51.068,36570,37225,35589,36185,35503,1184,1071,974,971,972,2323,1552,1507,1612,1738,1543,473,498,469,492,533,476,461,419,,43.0
3926,09:45:54.612,36529,37004,35659,36316,35351,1183,1070,975,970,972,2322,1547,1506,1613,1735,1543,473,498,465,492,532,475,464,416,,43.0
3927,09:45:58.130,36577,37198,35804,36091,35525,1186,1070,974,971,972,2322,1554,1505,1612,1736,1542,472,496,469,492,532,475,463,418,,43.0
3928,09:46:01.789,36584,37147,35650,36046,35412,1186,1073,974,971,971,2324,1551,1506,1615,1736,1546,471,494,470,493,531,477,460,419,,43.0
3929,09:46:05.309,36438,37044,35811,36119,35358,1186,1070,976,972,970,2324,1552,1505,1613,1736,1544,473,497,466,493,530,472,464,417,,43.0
3930,09:46:08.971,36565,37047,35659,36031,35387,1187,1071,976,969,973,2324,1549,1507,1614,1735,1546,473,499,470,493,532,474,465,417,,43.0
3931,09:46:15.371,36417,37117,35667,36112,35311,1186,1069,974,970,977,2322,1548,1505,1614,1739,1545,472,496,469,492,532,477,460,420,,43.0
3932,09:46:19.050,36438,36962,35663,36177,35424,1186,1071,976,970,973,2324,1553,1505,1614,1737,1544,469,498,470,488,532,509,466,418,,43.0
3933,09:46:22.908,36618,37046,35836,36147,35333,1183,1073,976,971,973,2323,1550,1505,1614,1735,1543,473,498,469,489,529,472,463,420,,43.0
3934,09:46:26.690,36562,37149,35587,36008,35407,1185,1070,974,970,976,2324,1551,1506,1614,1736,1548,469,497,469,492,532,473,461,417,,43.0
3935,09:46:30.310,36447,36948,35992,36123,35374,1186,1069,976,971,974,2324,1550,1503,1614,1737,1546,471,499,468,491,533,473,464,417,,43.0
3936,09:46:33.829,36568,37132,35780,36005,35436,1187,1072,975,973,973,2324,1550,1506,1612,1738,1544,472,499,467,492,533,476,461,418,,43.0
3937,09:46:37.408,36381,37027,35642,36209,35433,1184,1072,974,970,974,2323,1551,1504,1615,1737,1544,472,497,468,489,536,474,460,417,,43.0
3938,09:46:40.950,36778,37226,35656,36065,35164,1184,1071,976,969,972,2323,1551,1503,1614,1739,1544,473,498,469,493,529,477,461,421,,43.0
3939,09:46:44.469,36479,37068,35660,35872,35433,1186,1072,976,969,972,2324,1552,1506,1613,1738,1544,469,496,466,492,531,473,463,417,,43.0
3940,09:46:48.030,36601,37182,35615,35980,35290,1183,1070,975,968,972,2324,1550,1506,1612,1736,1547,473,500,467,492,537,477,460,416,,43.0
3941,09:46:54.149,36436,37070,35509,36145,35279,1186,1073,976,970,973,2326,1548,1503,1614,1737,1543,469,494,465,489,532,476,461,419,,43.0
3942,09:46:57.768,36525,37036,35900,36243,35406,1184,1071,972,971,969,2323,1551,1504,1613,1737,1547,471,499,466,490,534,476,465,421,,43.0
3943,09:47:01.315,36550,37052,35702,36123,35492,1185,1071,973,971,972,2324,1549,1506,1613,1739,1543,473,499,467,493,531,473,463,422,,43.0
3944,09:47:04.906,36535,36981,35726,36198,35621,1183,1071,976,970,969,2324,1550,1504,1611,1736,1544,471,497,468,489,530,473,460,444,,43.0
3945,09:47:08.448,36739,37217,35758,35943,35434,1183,1072,976,971,969,2325,1548,1503,1612,1738,1545,472,496,466,492,532,473,461,444,,43.0
3946,09:47:12.029,36318,36920,35816,36260,35509,1186,1072,977,970,972,2323,1549,1504,1613,1735,1546,472,495,467,490,530,475,463,417,,43.0
3947,09:47:15.550,36369,37109,35655,36208,35471,1184,1071,977,970,970,2325,1548,1504,1613,1737,1544,473,497,466,490,531,476,463,419,,43.0
3948,09:47:19.169,36482,37190,35870,36203,35421,1186,1070,976,970,972,2323,1550,1505,1614,1735,1546,469,500,469,492,531,478,462,420,,43.0
3949,09:47:22.708,36491,37034,35787,35952,35460,1184,1074,973,970,972,2324,1551,1506,1613,1736,1546,471,500,469,489,529,472,462,416,,43.0
3950,09:47:26.249,36513,37041,35716,36018,35474,1185,1072,975,969,971,2323,1550,1505,1612,1737,1545,472,495,467,491,536,476,461,421,,43.0
3951,09:47:32.448,36421,37233,35712,36056,35370,1181,1070,972,972,972,2323,1551,1506,1614,1737,1544,470,497,466,493,534,478,461,420,,43.0
3952,09:47:35.929,36480,36850,35692,36204,35471,1183,1069,976,968,976,2322,1551,1503,1613,1739,1545,472,499,468,493,535,477,462,417,,43.0
3953,09:47:39.470,36389,36965,35745,36202,35463,1184,1069,973,971,974,2324,1548,1506,1613,1736,1546,469,497,468,489,529,475,466,423,,43.0
3954,09:47:43.007,36738,37006,35791,36134,35440,1187,1072,977,969,974,2322,1551,1506,1614,1737,1543,472,499,466,491,536,477,464,421,,43.0
3955,09:47:46.569,36383,36975,35692,36108,35396,1182,1069,974,972,972,2322,1549,1507,1611,1738,1543,472,498,469,493,530,474,467,418,,43.0
3956,09:47:50.247,36431,37128,35709,36081,35420,1185,1071,972,969,974,2325,1548,1507,1612,1738,1546,472,499,468,491,532,474,466,445,,43.0
3957,09:47:53.868,36801,37094,35758,36024,35283,1185,1071,974,969,974,2324,1549,1504,1613,1738,1544,470,498,469,488,530,477,465,420,,43.0
3958,09:47:57.428,36631,37031,35933,36260,35367,1185,1070,976,971,973,2323,1547,1505,1613,1736,1546,470,498,468,491,529,475,464,418,,43.0
3959,09:48:01.048,36440,37071,35592,35927,35436,1183,1070,977,971,973,2324,1553,1508,1613,1737,1544,473,497,468,489,529,475,465,419,,43.0
3960,09:48:04.791,36653,37035,35789,36176,35448,1184,1071,977,968,973,2324,1548,1503,1611,1735,1548,471,497,467,489,529,475,465,419,,43.0
3961,09:48:10.929,36425,37063,35691,36099,35194,1186,1072,974,970,972,2323,1551,1504,1610,1739,1544,472,497,469,491,537,475,462,417,,43.0
3962,09:48:14.488,36440,36985,35786,36037,35306,1187,1071,974,969,969,2324,1553,1505,1611,1736,1542,471,498,468,489,533,476,461,421,,43.0
3963,09:48:18.029,36526,37179,35895,36094,35502,1182,1071,974,971,973,2325,1552,1503,1611,1737,1544,473,498,468,493,529,475,465,421,,43.0
3964,09:48:21.623,36543,37062,35699,36063,35511,1184,1071,974,972,972,2323,1549,1503,1611,1739,1542,473,498,467,493,534,472,463,418,,43.0
3965,09:48:25.209,36759,37275,35616,36234,35284,1186,1070,976,972,972,2324,1550,1503,1615,1738,1545,470,499,467,489,533,477,463,423,,43.0
3966,09:48:28.787,36674,37116,35810,36081,35530,1186,1071,974,971,970,2324,1552,1507,1613,1737,1546,473,499,468,492,531,505,462,420,,43.0
3967,09:48:32.329,36596,37114,35788,35991,35321,1184,1072,974,971,970,2325,1552,1507,1613,1737,1542,471,496,467,490,533,474,461,422,,43.0
3968,09:48:35.968,36496,37212,35756,36193,35472,1184,1070,975,972,969,2324,1551,1504,1613,1735,1544,473,499,465,490,534,474,460,420,,43.0
3969,09:48:39.470,36529,37003,35701,36083,35440,1186,1071,975,969,971,2322,1552,1505,1614,1738,1546,469,498,467,489,533,471,461,419,,43.0
3970,09:48:43.046,36425,37118,35779,36078,35382,1185,1072,975,971,972,2324,1553,1504,1611,1737,1546,473,498,467,489,533,477,463,419,,43.0
3971,09:48:49.187,36506,37103,35707,36126,35287,1187,1069,974,970,974,2324,1550,1503,1612,1740,1541,473,496,466,489,530,474,467,420,,43.0
3972,09:48:52.910,36449,37112,35745,36044,35346,1183,1072,976,971,973,2325,1550,1507,1615,1739,1542,468,496,469,492,534,474,464,416,,43.0
3973,09:48:56.447,36412,37010,35852,36112,35517,1183,1071,974,971,973,2323,1553,1503,1613,1736,1543,473,497,469,490,533,477,464,416,,43.0
3974,09:48:59.970,36506,36954,35792,36100,35460,1184,1071,972,971,974,2324,1549,1507,1614,1738,1542,471,498,467,491,533,471,463,420,,43.0
3975,09:49:03.573,36467,37226,35803,36008,35542,1185,1071,975,974,971,2325,1550,1503,1615,1739,1542,473,495,467,491,532,475,461,447,,43.0
3976,09:49:07.129,36581,37057,35625,36019,35537,1185,1070,974,969,973,2323,1555,1506,1613,1735,1546,470,497,469,491,529,478,463,420,,43.0
3977,09:49:10.768,36468,37172,35623,36043,35436,1185,1070,974,973,971,2323,1555,1503,1614,1738,1542,470,495,469,492,534,474,465,417,,43.0
3978,09:49:14.346,36505,36982,35820,36093,35383,1185,1070,972,970,974,2326,1549,1504,1614,1735,1541,471,497,468,491,530,476,463,417,,43.0
3979,09:49:17.887,36499,37028,35627,36022,35646,1183,1072,975,971,974,2324,1551,1504,1613,1738,1541,473,494,465,492,537,473,463,421,,43.0
3980,09:49:21.387,36442,37155,35846,36035,35466,1186,1073,974,972,972,2323,1550,1506,1611,1737,1544,470,498,468,490,532,475,463,418,,43.0
3981,09:49:27.450,36487,37044,35678,36203,35260,1186,1070,975,971,971,2322,1551,1504,1614,1737,1542,469,499,469,489,530,475,462,418,,43.0
3982,09:49:31.011,36446,37037,35849,36154,35355,1184,1072,971,970,970,2324,1551,1504,1613,1737,1543,473,498,469,489,533,477,460,417,,43.0
3983,09:49:34.551,36530,37087,35845,36008,35359,1184,1071,975,969,974,2325,1552,1506,1614,1738,1543,471,498,468,492,533,476,462,418,,43.0
3984,09:49:38.132,36552,36959,35772,36021,35627,1185,1070,975,969,971,2323,1554,1503,1614,1738,1544,472,496,467,492,532,478,463,422,,43.0
3985,09:49:41.791,36607,37175,35800,36111,35482,1184,1071,975,970,971,2323,1548,1506,1612,1739,1542,471,495,468,492,535,471,464,420,,43.0
3986,09:49:45.487,36390,37157,35799,35947,35441,1185,1069,976,972,971,2323,1552,1503,1612,1737,1544,473,495,468,489,533,505,463,420,,43.0
3987,09:49:49.007,36640,37097,35759,36334,35489,1184,1069,976,970,971,2323,1551,1504,1612,1738,1544,472,498,469,492,529,474,464,417,,43.0
3988,09:49:52.509,36518,37064,35773,36099,35335,1184,1069,971,970,972,2325,1552,1506,1614,1738,1542,470,498,471,489,530,474,462,418,,43.0
3989,09:49:56.068,36499,37074,35778,36147,35516,1186,1071,976,969,972,2325,1547,1505,1615,1739,1548,472,496,468,493,535,471,462,421,,43.0
3990,09:49:59.667,36677,37032,35602,35968,35515,1185,1072,975,969,973,2326,1549,1505,1613,1739,1548,471,498,467,490,535,476,463,423,,43.0
3991,09:50:05.748,36559,37116,35708,36183,35323,1186,1069,978,973,976,2324,1550,1506,1613,1740,1542,468,497,469,488,535,473,464,420,,43.0
3992,09:50:09.306,36431,37078,35556,36089,35513,1185,1071,974,972,973,2324,1550,1504,1612,1737,1547,473,496,468,490,533,476,461,419,,43.0
3993,09:50:12.868,36575,37004,35803,36210,35563,1186,1072,975,971,973,2322,1549,1505,1611,1735,1544,472,498,468,493,531,477,461,420,,43.0
3994,09:50:16.448,36635,37128,35758,36157,35393,1186,1075,975,969,972,2324,1552,1504,1611,1737,1546,473,497,469,488,533,476,462,419,,43.0
3995,09:50:20.030,36547,37042,35784,36153,35447,1186,1071,976,970,972,2324,1554,1503,1614,1739,1545,472,494,468,490,530,477,462,423,,43.0
3996,09:50:23.609,36646,37112,35797,36102,35458,1184,1071,975,971,971,2323,1549,1507,1612,1738,1546,473,498,468,489,529,478,465,418,,43.0
3997,09:50:27.147,36500,37061,35742,36062,35391,1184,1071,972,969,973,2324,1552,1506,1612,1737,1546,469,498,466,492,532,476,462,419,,43.0
3998,09:50:30.687,36516,37129,35603,36145,35301,1186,1071,973,971,973,2322,1551,1504,1612,1737,1545,473,498,468,490,533,475,462,417,,43.0
3999,09:50:34.251,36502,37099,35693,36137,35465,1181,1071,974,972,973,2325,1551,1505,1611,1738,1545,472,496,467,490,530,475,460,419,,43.0
4000,09:50:37.800,36320,36997,35833,36144,35310,1186,1074,975,971,969,2323,1550,1506,1611,1735,1546,470,497,469,488,533,474,464,421,,43.0
4001,09:50:44.029,36409,37028,35656,36130,35456,1183,1070,974,971,973,2324,1552,1503,1613,1737,1546,471,496,471,488,530,476,461,417,,43.0
4002,09:50:47.551,36697,37009,35713,36200,35427,1182,1071,971,971,971,2325,1549,1504,1612,1739,1546,471,497,467,489,532,476,463,421,,43.0
4003,09:50:51.149,36399,37039,35699,36150,35584,1186,1072,976,969,972,2322,1547,1505,1612,1737,1546,471,498,467,492,534,499,462,422,,43.0
4004,09:50:54.667,36433,37028,35724,36110,35410,1185,1071,976,969,973,2323,1550,1503,1612,1736,1545,472,495,468,490,535,475,460,421,,43.0
4005,09:50:58.165,36425,37124,35685,36101,35480,1186,1071,976,971,971,2325,1547,1505,1612,1737,1547,469,496,468,489,530,475,464,419,,43.0
4006,09:51:01.907,36640,37081,35803,36173,35474,1186,1074,971,972,973,2323,1548,1503,1612,1737,1545,473,496,468,491,535,502,464,420,,43.0
4007,09:51:05.507,36396,37056,35641,36077,35374,1186,1070,974,970,972,2325,1551,1505,1614,1739,1546,473,497,467,491,532,476,466,421,,43.0
4008,09:51:09.088,36472,37087,35626,36028,35507,1184,1072,977,970,972,2323,1552,1505,1614,1739,1545,470,498,472,490,534,474,464,419,,43.0
4009,09:51:12.690,36529,37003,35811,36112,35576,1184,1069,974,970,970,2325,1552,1507,1613,1737,1544,472,496,467,491,532,477,465,419,,43.0
4010,09:51:16.329,36674,37060,35650,36084,35441,1187,1072,973,972,972,2323,1552,1505,1612,1740,1545,473,494,468,490,530,477,461,444,,43.0
4011,09:51:22.426,36503,37221,35665,36173,35280,1184,1070,977,968,971,2324,1548,1504,1613,1736,1544,469,496,466,492,530,476,460,418,,43.0
4012,09:51:26.007,36585,36994,35726,35939,35354,1185,1070,975,970,973,2324,1552,1503,1612,1737,1544,469,498,467,494,533,474,461,420,,43.0
4013,09:51:29.509,36578,37029,35829,36114,35552,1182,1070,973,971,972,2323,1550,1504,1614,1737,1547,472,494,469,491,531,473,464,418,,43.0
4014,09:51:33.266,36517,37129,35792,36069,35488,1186,1071,976,970,973,2325,1551,1504,1613,1737,1547,473,497,469,489,530,474,464,446,,43.0
4015,09:51:36.830,36413,37023,35684,36164,35474,1186,1071,975,970,974,2324,1551,1506,1614,1735,1543,472,494,468,492,533,474,465,419,,43.0
4016,09:51:40.336,36544,37093,35765,36031,35424,1186,1070,974,971,971,2325,1548,1505,1614,1737,1546,471,497,468,489,534,476,465,416,,43.0
4017,09:51:43.886,36468,37011,35513,36078,35456,1186,1071,976,969,970,2324,1549,1505,1613,1738,1545,470,496,468,493,531,474,466,421,,43.0
4018,09:51:47.426,36640,37051,35713,36119,35364,1183,1070,977,969,971,2323,1551,1504,1612,1738,1546,472,498,468,492,531,473,465,421,,43.0
4019,09:51:50.970,36598,36968,35612,36176,35438,1186,1070,973,970,972,2324,1547,1503,1614,1737,1545,472,497,467,492,531,476,464,418,,43.0
4020,09:51:54.489,36685,37148,35806,35983,35442,1187,1070,975,970,972,2324,1550,1503,1613,1739,1545,472,497,468,495,529,472,466,419,,43.0
4021,09:52:00.625,36464,37202,35681,36226,35369,1186,1070,972,972,974,2323,1552,1503,1613,1737,1543,469,494,468,492,530,478,461,421,,43.0
4022,09:52:04.151,36400,36890,35791,36030,35487,1185,1073,974,972,970,2324,1548,1503,1614,1738,1544,472,500,466,493,532,477,463,419,,43.0
4023,09:52:07.788,36523,37103,35640,36178,35491,1184,1070,974,970,974,2323,1552,1506,1611,1737,1548,469,497,468,490,530,475,462,423,,43.0
4024,09:52:11.448,36433,37012,35649,36129,35353,1187,1072,975,972,972,2323,1550,1507,1613,1738,1546,472,494,467,489,532,475,461,446,,43.0
4025,09:52:15.048,36669,37082,35741,35932,35390,1185,1072,974,969,969,2325,1553,1505,1614,1737,1545,473,498,469,489,532,478,461,419,,43.0
4026,09:52:18.668,36618,36974,35815,35959,35460,1186,1071,974,972,971,2323,1551,1507,1612,1736,1544,473,497,467,490,531,474,461,419,,43.0
4027,09:52:22.166,36338,37014,35768,36099,35418,1184,1071,976,970,971,2324,1550,1503,1612,1739,1545,471,498,465,492,534,475,463,418,,43.0
4028,09:52:25.789,36451,37064,35713,36275,35462,1186,1070,974,970,973,2325,1548,1505,1611,1736,1547,473,498,469,489,533,475,463,420,,43.0
4029,09:52:29.309,36410,37131,35618,36077,35439,1185,1070,974,970,972,2325,1550,1506,1612,1737,1546,475,500,470,492,530,472,460,418,,43.0
4030,09:52:32.967,36593,37061,35719,36084,35427,1186,1070,976,971,974,2322,1553,1507,1613,1737,1544,471,497,467,490,532,474,460,422,,43.0
4031,09:52:39.107,36493,37077,35415,36083,35329,1183,1071,972,972,972,2325,1550,1504,1614,1736,1542,470,496,469,491,530,477,461,419,,43.0
4032,09:52:42.650,36662,36961,35784,36019,35378,1184,1070,975,969,973,2324,1553,1505,1611,1739,1547,470,497,468,489,534,479,463,420,,43.0
4033,09:52:46.167,36526,37225,35726,36079,35234,1184,1070,973,973,973,2322,1552,1505,1612,1740,1546,473,496,468,489,531,478,464,416,,43.0
4034,09:52:49.747,36567,37204,35683,36022,35605,1183,1072,975,969,972,2322,1550,1506,1613,1737,1547,470,500,467,491,530,476,465,419,,43.0
4035,09:52:53.268,36567,37007,35676,36096,35545,1184,1071,973,969,974,2324,1549,1506,1613,1736,1546,470,496,468,489,531,478,460,420,,43.0
4036,09:52:56.848,36555,37018,35797,36149,35305,1184,1071,975,971,970,2323,1551,1504,1614,1736,1544,472,494,468,490,531,472,461,418,,43.0
4037,09:53:00.427,36536,36974,35682,36211,35373,1183,1070,974,971,972,2322,1554,1506,1612,1738,1547,470,498,466,492,531,474,462,421,,43.0
4038,09:53:04.007,36666,37118,35934,36113,35370,1187,1070,974,970,972,2322,1552,1506,1610,1738,1546,471,498,466,490,535,474,462,421,,43.0
4039,09:53:07.529,36610,37004,35716,36035,35380,1183,1071,973,967,972,2325,1550,1509,1610,1736,1546,471,497,468,491,532,475,467,420,,43.0
4040,09:53:11.146,36503,37037,35625,36099,35430,1186,1072,973,970,973,2325,1551,1509,1611,1737,1546,473,495,469,489,532,477,461,419,,43.0
4041,09:53:17.336,36516,36934,35463,36259,35061,1186,1070,976,969,972,2322,1552,1503,1614,1736,1547,471,495,470,492,532,472,463,418,,43.0
4042,09:53:20.890,36618,37042,35771,36114,35368,1186,1072,975,972,973,2324,1552,1503,1613,1739,1544,473,494,465,492,531,477,464,419,,43.0
4043,09:53:24.427,36482,37137,35677,36067,35421,1186,1070,973,969,971,2323,1551,1505,1613,1738,1543,471,498,465,492,532,477,463,417,,43.0
4044,09:53:28.149,36527,36969,35870,36214,35515,1186,1071,974,968,974,2324,1552,1503,1612,1737,1546,469,499,465,489,531,473,464,421,,43.0
4045,09:53:31.807,36623,36988,35796,36153,35271,1186,1071,973,969,972,2322,1550,1504,1612,1735,1546,471,500,468,493,533,507,462,421,,43.0
4046,09:53:35.368,36420,36872,35864,36104,35475,1186,1069,973,969,972,2324,1547,1506,1610,1736,1543,472,500,466,491,536,473,464,420,,43.0
4047,09:53:38.899,36738,37108,35620,36098,35409,1185,1072,973,970,973,2325,1551,1504,1612,1736,1545,472,495,467,489,531,474,462,423,,43.0
4048,09:53:42.465,36542,37028,35812,36165,35257,1186,1070,972,970,972,2325,1550,1505,1613,1737,1543,472,497,467,488,532,477,461,418,,43.0
4049,09:53:46.026,36700,37036,35799,36029,35385,1184,1069,976,968,971,2324,1552,1506,1612,1739,1545,472,498,467,492,532,474,463,419,,43.0
4050,09:53:49.791,36437,37036,35826,36022,35403,1186,1070,972,969,970,2325,1550,1502,1614,1737,1546,472,500,467,489,529,477,464,417,,43.0
4051,09:53:55.928,36530,37148,35630,36204,35316,1186,1070,972,970,974,2323,1552,1503,1611,1737,1546,471,496,468,492,531,473,460,417,,43.0
4052,09:53:59.506,36579,37223,35763,36116,35387,1187,1072,973,971,973,2322,1552,1507,1612,1737,1546,473,497,470,490,536,476,463,448,,43.0
4053,09:54:03.047,36722,36964,35786,36106,35479,1184,1070,973,970,973,2325,1550,1504,1613,1737,1547,473,498,468,491,530,473,460,418,,43.0
4054,09:54:06.589,36566,37002,35715,36061,35571,1183,1071,974,970,973,2325,1553,1506,1614,1738,1547,471,499,465,491,529,472,464,421,,43.0
4055,09:54:10.228,36730,37121,35667,35948,35340,1186,1070,975,970,973,2323,1552,1506,1613,1737,1548,471,496,467,489,533,479,462,417,,43.0
4056,09:54:13.768,36573,37150,35893,36038,35393,1186,1069,977,972,972,2325,1554,1504,1611,1737,1544,472,500,467,492,530,475,464,418,,43.0
4057,09:54:17.348,36365,37169,35792,36011,35551,1186,1071,976,971,970,2323,1554,1503,1613,1737,1546,471,495,468,492,532,475,463,420,,43.0
4058,09:54:20.889,36416,37079,35643,36044,35379,1183,1069,976,971,972,2324,1554,1504,1614,1735,1545,470,498,469,489,533,472,462,417,,43.0
4059,09:54:24.447,36458,37082,35794,36127,35496,1184,1071,974,970,972,2324,1551,1505,1613,1739,1548,472,497,465,492,532,476,462,418,,43.0
4060,09:54:28.010,36687,37210,35824,36161,35363,1186,1071,976,970,972,2326,1552,1504,1611,1739,1544,473,499,468,492,533,472,462,417,,43.0
4061,09:54:34.168,36513,37000,35510,36142,35352,1187,1071,973,970,974,2324,1550,1505,1613,1737,1546,472,497,468,489,533,475,464,422,,43.0
4062,09:54:37.707,36687,37064,35808,36106,35405,1183,1070,973,968,975,2325,1553,1504,1612,1735,1544,470,498,471,490,529,476,462,420,,43.0
4063,09:54:41.290,36527,37154,35786,36137,35444,1184,1073,973,970,974,2325,1551,1502,1614,1737,1546,474,496,469,492,532,479,466,419,,43.0
4064,09:54:44.829,36638,37012,35730,36102,35261,1186,1070,975,971,973,2324,1553,1506,1613,1739,1544,473,498,468,488,533,474,463,422,,43.0
4065,09:54:48.486,36305,37104,35640,35994,35561,1185,1071,972,970,972,2322,1552,1506,1613,1738,1546,472,495,469,492,530,473,463,423,,43.0
4066,09:54:52.165,36580,37014,35708,36116,35445,1186,1070,975,970,973,2325,1554,1506,1614,1737,1543,472,497,467,490,533,476,463,421,,43.0
4067,09:54:55.787,36476,37149,35735,36023,35336,1184,1072,976,970,972,2324,1552,1506,1612,1736,1544,473,495,465,491,532,473,461,419,,43.0
4068,09:54:59.529,36644,37080,35735,36106,35333,1184,1071,973,969,972,2323,1551,1505,1614,1737,1544,472,497,466,492,534,472,460,420,,43.0
4069,09:55:03.069,36547,37074,35613,36216,35580,1183,1070,973,969,970,2324,1551,1504,1613,1735,1546,472,497,468,488,534,475,464,420,,43.0
4070,09:55:06.605,36591,37057,35805,35997,35352,1187,1070,974,971,969,2323,1553,1505,1612,1735,1544,472,498,468,492,530,474,461,416,,43.0
4071,09:55:12.947,36550,37152,35604,36297,35188,1186,1069,974,970,972,2325,1548,1505,1614,1737,1542,472,499,467,489,530,474,462,421,,43.0
4072,09:55:16.569,36570,37056,35808,36175,35446,1187,1071,971,969,974,2324,1551,1506,1612,1737,1541,472,498,470,489,530,474,462,419,,43.0
4073,09:55:20.127,36408,37253,35723,36109,35361,1184,1070,976,969,972,2323,1552,1505,1612,1737,1546,472,498,467,491,531,474,464,419,,43.0
4074,09:55:23.689,36441,37098,35701,36284,35300,1183,1071,976,970,973,2325,1550,1506,1613,1737,1542,469,494,468,490,530,478,461,419,,43.0
4075,09:55:27.269,36559,37019,35753,36028,35287,1181,1071,973,969,970,2323,1554,1504,1613,1737,1544,473,498,469,488,532,475,468,423,,43.0
