N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
176,17:19:34.864,40448,39501,41127,40629,41624,1033,1959,935,1132,1118,1533,1561,1532,1502,1585,1600,34.0
177,17:19:37.154,40474,39834,41104,40661,41511,1034,1959,937,1134,1116,1532,1563,1532,1503,1584,1603,34.0
178,17:19:39.464,40456,39491,41133,40820,41561,1032,1959,936,1132,1116,1536,1561,1529,1501,1585,1602,34.0
179,17:19:41.669,40693,39799,41172,40759,41582,1035,1959,936,1133,1116,1532,1562,1533,1500,1585,1603,34.0
180,17:19:43.923,40350,39704,41267,40750,41652,1033,1960,935,1133,1115,1534,1563,1531,1503,1583,1602,34.0
181,17:19:48.726,40610,39692,41100,40664,41660,1034,1961,935,1130,1116,1532,1563,1531,1501,1584,1602,34.0
182,17:19:50.999,40584,39828,41104,40735,41528,1038,1959,935,1131,1115,1531,1562,1531,1501,1584,1600,34.0
183,17:19:53.320,40522,39695,41158,40811,41600,1033,1959,935,1132,1113,1532,1561,1529,1503,1584,1601,34.0
184,17:19:55.637,40442,39663,41088,40944,41634,1036,1959,934,1134,1116,1532,1564,1533,1500,1586,1601,34.0
185,17:19:57.880,40385,39494,41063,40785,41479,1037,1961,937,1135,1119,1536,1561,1528,1502,1584,1599,34.0
186,17:20:00.177,40525,39684,41110,40802,41554,1033,1958,934,1136,1116,1534,1561,1531,1503,1583,1601,34.0
187,17:20:02.562,40469,39690,41294,40855,41543,1035,1960,932,1134,1115,1533,1561,1531,1502,1581,1600,34.0
188,17:20:05.018,40554,39799,41127,40740,41601,1035,1958,936,1135,1115,1535,1560,1529,1502,1581,1600,34.0
189,17:20:07.449,40456,39637,41029,40774,41577,1033,1958,936,1134,1116,1532,1564,1531,1500,1585,1601,34.0
190,17:20:09.884,40375,39576,41193,40885,41669,1033,1958,935,1131,1114,1534,1561,1530,1502,1582,1603,34.0
191,17:20:14.740,40478,39727,41226,40637,41632,1035,1958,936,1135,1116,1532,1563,1532,1502,1584,1600,34.0
192,17:20:17.105,40521,39530,41111,40770,41537,1035,1961,937,1134,1115,1533,1561,1531,1501,1584,1600,34.0
193,17:20:19.419,40518,39654,41088,40793,41595,1034,1958,933,1133,1118,1536,1563,1530,1500,1583,1600,34.0
194,17:20:21.798,40461,39780,41372,40710,41601,1034,1959,935,1133,1115,1533,1563,1531,1502,1582,1600,34.0
195,17:20:24.144,40513,39638,41159,40770,41610,1036,1959,937,1133,1116,1535,1564,1530,1500,1584,1598,34.0
196,17:20:26.432,40517,39601,41074,40954,41636,1034,1959,933,1135,1118,1534,1563,1532,1502,1585,1602,34.0
197,17:20:28.700,40518,39584,41241,40787,41538,1033,1958,936,1132,1115,1533,1563,1533,1501,1584,1600,34.0
198,17:20:30.898,40450,39643,41224,40790,41520,1036,1958,936,1131,1117,1533,1563,1532,1501,1584,1602,34.0
199,17:20:33.120,40524,39607,41140,40778,41615,1037,1959,933,1134,1113,1535,1563,1532,1504,1585,1603,34.0
200,17:20:35.460,40502,39689,41220,40827,41633,1033,1959,937,1132,1116,1533,1563,1531,1503,1583,1602,34.0
201,17:20:40.296,40465,39523,41150,40764,41465,1036,1960,936,1135,1118,1535,1562,1531,1497,1582,1603,34.0
202,17:20:42.744,40408,39606,41099,40735,41568,1034,1958,937,1134,1117,1534,1561,1533,1500,1583,1599,34.0
203,17:20:45.143,40445,39824,41116,40723,41633,1033,1961,935,1131,1115,1532,1559,1533,1503,1585,1601,34.0
204,17:20:47.481,40485,39688,41110,40816,41594,1035,1958,936,1134,1117,1537,1561,1530,1502,1584,1600,34.0
205,17:20:49.753,40481,39711,41250,40774,41618,1033,1959,935,1135,1118,1532,1564,1528,1500,1582,1597,34.0
206,17:20:52.010,40504,39565,41219,40750,41602,1036,1959,935,1132,1115,1532,1561,1530,1502,1584,1601,34.0
207,17:20:54.376,40495,39632,41067,40844,41680,1034,1961,935,1132,1118,1535,1561,1532,1502,1582,1601,34.0
208,17:20:56.678,40332,39634,41219,40752,41774,1036,1959,934,1131,1113,1533,1561,1529,1501,1582,1600,34.0
209,17:20:58.921,40471,39632,41215,40615,41704,1032,1959,935,1133,1118,1533,1562,1530,1499,1584,1601,34.0
210,17:21:01.240,40515,39664,41263,40631,41659,1032,1961,936,1131,1115,1533,1562,1530,1500,1584,1603,34.0
211,17:21:06.146,40620,39507,41269,40755,41564,1033,1958,934,1131,1117,1532,1561,1530,1501,1583,1601,34.0
212,17:21:08.458,40649,39600,41059,40695,41550,1032,1959,936,1134,1118,1534,1560,1532,1503,1584,1601,34.0
213,17:21:10.918,40312,39747,41071,40550,41642,1035,1959,936,1133,1118,1536,1560,1532,1502,1582,1598,34.0
214,17:21:13.312,40241,39593,41194,40764,41559,1034,1959,934,1134,1118,1535,1563,1532,1501,1583,1598,34.0
215,17:21:15.639,40439,39634,41133,40760,41662,1034,1958,934,1134,1114,1533,1562,1530,1499,1582,1601,34.0
216,17:21:17.877,40544,39586,41407,40887,41612,1034,1957,935,1132,1116,1534,1562,1531,1503,1583,1602,34.0
217,17:21:20.118,40466,39683,41193,40865,41539,1034,1958,936,1132,1117,1533,1560,1530,1502,1583,1600,34.0
218,17:21:22.448,40631,39595,41218,40645,41639,1033,1961,936,1134,1115,1533,1560,1531,1501,1583,1600,34.0
219,17:21:24.841,40330,39717,41211,40984,41505,1034,1959,936,1132,1115,1535,1561,1531,1503,1587,1600,34.0
220,17:21:27.227,40515,39583,41016,40785,41539,1034,1958,936,1135,1117,1535,1563,1531,1500,1582,1598,34.0
221,17:21:31.996,40521,39651,41200,40938,41624,1033,1960,934,1134,1114,1532,1560,1532,1504,1583,1600,34.0
222,17:21:34.289,40476,39700,41259,40803,41603,1034,1959,935,1133,1117,1533,1562,1531,1501,1584,1601,34.0
223,17:21:36.567,40620,39550,41098,40797,41587,1033,1959,934,1133,1116,1535,1560,1533,1503,1583,1601,34.0
224,17:21:38.837,40652,39718,41197,40600,41621,1034,1958,934,1133,1117,1535,1560,1533,1500,1584,1600,34.0
225,17:21:41.175,40503,39656,40941,40908,41568,1033,1958,935,1134,1114,1533,1560,1530,1501,1581,1601,34.0
226,17:21:43.488,40527,39708,41262,40615,41760,1034,1959,934,1133,1116,1532,1562,1532,1504,1583,1600,34.0
227,17:21:45.717,40616,39574,41103,40758,41631,1035,1959,932,1133,1115,1535,1561,1532,1502,1583,1602,34.0
228,17:21:48.032,40395,39589,41139,40610,41648,1033,1958,935,1130,1116,1534,1561,1531,1504,1582,1600,34.0
229,17:21:50.302,40410,39616,41046,40768,41450,1032,1961,934,1131,1115,1534,1563,1532,1504,1584,1601,34.0
230,17:21:52.569,40606,39768,41204,40745,41639,1035,1960,936,1132,1115,1534,1562,1529,1504,1585,1599,34.0
231,17:21:57.490,40428,39828,41148,40907,41568,1037,1957,937,1131,1115,1533,1562,1533,1501,1581,1600,34.0
232,17:21:59.847,40605,39600,41128,40764,41540,1034,1957,934,1134,1116,1535,1562,1531,1502,1584,1598,34.0
233,17:22:02.137,40435,39672,41202,40808,41531,1032,1958,934,1133,1118,1536,1564,1532,1502,1583,1601,34.0
234,17:22:04.413,40457,39721,41066,40903,41670,1032,1959,935,1130,1115,1535,1562,1530,1502,1584,1603,34.0
235,17:22:06.658,40598,39631,41264,40890,41509,1033,1959,935,1131,1118,1535,1561,1531,1500,1585,1600,34.0
236,17:22:08.967,40468,39606,41247,40843,41457,1033,1957,934,1134,1116,1536,1561,1529,1502,1582,1602,34.0
237,17:22:11.304,40451,39705,41193,40817,41566,1034,1959,936,1130,1116,1532,1561,1532,1500,1582,1601,34.0
238,17:22:13.589,40524,39670,41242,40799,41628,1034,1958,936,1133,1116,1535,1562,1532,1502,1583,1599,35.0
239,17:22:15.840,40406,39642,41182,40661,41615,1033,1958,934,1134,1117,1534,1563,1533,1501,1586,1602,35.0
240,17:22:18.129,40464,39651,41136,40722,41554,1035,1959,936,1133,1116,1535,1561,1529,1502,1585,1601,35.0
241,17:22:23.002,40514,39555,41174,40758,41641,1034,1959,934,1134,1119,1534,1562,1530,1503,1583,1601,35.0
242,17:22:25.339,40567,39551,41315,40680,41682,1035,1961,936,1133,1118,1534,1563,1533,1502,1584,1599,35.0
243,17:22:27.677,40560,39732,41220,40733,41626,1034,1957,933,1132,1117,1534,1560,1532,1500,1584,1599,35.0
244,17:22:29.959,40558,39737,41135,40854,41684,1033,1961,935,1133,1113,1532,1562,1530,1500,1585,1599,35.0
245,17:22:32.147,40436,39677,41208,40761,41711,1033,1958,935,1135,1118,1535,1561,1532,1500,1582,1601,35.0
246,17:22:34.357,40449,39629,41225,40828,41693,1034,1956,933,1132,1117,1534,1564,1532,1499,1586,1601,35.0
247,17:22:36.558,40383,39672,41166,40618,41555,1033,1958,933,1133,1115,1533,1560,1530,1504,1584,1600,35.0
248,17:22:38.837,40529,39708,41150,40771,41572,1033,1958,936,1131,1114,1537,1561,1534,1501,1585,1600,35.0
249,17:22:41.240,40434,39743,41230,40903,41583,1034,1958,936,1134,1114,1535,1561,1530,1502,1584,1600,35.0
250,17:22:43.698,40382,39744,41126,40711,41496,1034,1957,934,1133,1117,1533,1563,1532,1503,1585,1599,35.0
251,17:22:48.449,40440,39665,41131,40762,41645,1036,1958,937,1134,1115,1534,1560,1534,1500,1584,1602,35.0
252,17:22:50.722,40553,39777,41243,40956,41615,1033,1958,935,1134,1116,1536,1564,1531,1502,1583,1603,35.0
253,17:22:53.059,40582,39732,41321,40696,41558,1035,1959,936,1133,1117,1533,1559,1532,1502,1583,1599,35.0
254,17:22:55.442,40403,39809,41122,40698,41677,1032,1958,935,1134,1115,1535,1561,1531,1502,1582,1600,35.0
255,17:22:57.798,40493,39749,41281,40720,41769,1038,1958,937,1134,1115,1533,1562,1531,1501,1581,1603,35.0
256,17:23:00.110,40453,39510,41140,40806,41513,1035,1960,934,1134,1115,1534,1561,1532,1500,1584,1602,35.0
257,17:23:02.372,40628,39821,41155,40833,41480,1035,1958,937,1132,1116,1533,1563,1532,1502,1584,1603,35.0
258,17:23:04.678,40525,39650,41242,40772,41581,1034,1957,935,1133,1114,1535,1561,1532,1499,1584,1600,35.0
259,17:23:07.058,40453,39604,41355,40842,41716,1032,1957,937,1131,1117,1535,1561,1532,1503,1583,1603,35.0
260,17:23:09.319,40518,39603,41121,40819,41828,1035,1957,938,1133,1114,1535,1562,1532,1498,1583,1602,35.0
261,17:23:14.283,40554,39784,41274,40835,41401,1034,1956,936,1132,1116,1532,1563,1532,1502,1584,1598,35.0
262,17:23:16.741,40573,39622,41245,40887,41591,1033,1958,936,1132,1118,1535,1562,1531,1502,1582,1601,35.0
263,17:23:19.141,40605,39828,41211,40515,41662,1033,1960,936,1134,1112,1533,1563,1530,1502,1584,1603,35.0
264,17:23:21.462,40530,39749,41145,40751,41506,1035,1957,937,1132,1116,1534,1560,1532,1502,1581,1602,35.0
265,17:23:23.859,40473,39778,41102,40722,41680,1035,1957,933,1132,1114,1534,1561,1533,1502,1583,1600,35.0
266,17:23:26.279,40550,39713,41287,40784,41683,1034,1958,936,1134,1115,1534,1564,1530,1502,1587,1599,35.0
267,17:23:28.605,40430,39736,41020,40751,41488,1034,1957,938,1133,1114,1533,1560,1532,1502,1583,1599,35.0
268,17:23:30.791,40501,39693,41141,40883,41617,1033,1957,933,1134,1115,1536,1561,1529,1500,1584,1602,35.0
269,17:23:33.136,40504,39614,41067,40631,41730,1035,1958,936,1133,1114,1534,1563,1532,1502,1584,1601,35.0
270,17:23:35.368,40408,39597,41099,40746,41523,1034,1957,937,1133,1117,1533,1562,1532,1500,1583,1602,35.0
271,17:23:40.231,40419,39630,41163,40636,41755,1033,1959,935,1133,1118,1537,1562,1532,1502,1585,1600,35.0
272,17:23:42.550,40685,39740,41276,40761,41704,1034,1958,935,1132,1118,1535,1560,1529,1501,1581,1602,35.0
273,17:23:45.005,40491,39667,41139,40736,41637,1034,1958,933,1131,1114,1534,1561,1533,1503,1582,1599,35.0
274,17:23:47.441,40523,39656,41222,40755,41627,1033,1957,935,1133,1114,1534,1562,1530,1502,1584,1601,35.0
275,17:23:49.838,40441,39715,41279,40759,41725,1035,1957,935,1136,1116,1535,1560,1530,1500,1583,1599,35.0
276,17:23:52.207,40476,39781,41112,40710,41612,1034,1959,935,1133,1115,1533,1561,1529,1500,1582,1600,35.0
277,17:23:54.541,40423,39685,41159,40817,41733,1033,1959,934,1132,1118,1537,1561,1531,1503,1580,1602,35.0
278,17:23:56.898,40429,39643,41232,40728,41606,1033,1956,935,1133,1116,1535,1560,1530,1501,1584,1600,35.0
279,17:23:59.401,40466,39723,41147,40750,41517,1036,1956,936,1135,1114,1535,1561,1531,1504,1581,1600,35.0
280,17:24:01.937,40454,39563,41169,40764,41435,1036,1956,934,1133,1116,1532,1564,1533,1502,1587,1602,35.0
281,17:24:06.771,40462,39711,41295,40806,41673,1034,1956,935,1135,1119,1534,1561,1531,1502,1584,1598,35.0
282,17:24:09.092,40395,39734,41208,40782,41435,1035,1957,935,1132,1117,1534,1561,1531,1503,1583,1602,35.0
283,17:24:11.402,40260,39765,41141,40816,41672,1034,1956,934,1133,1117,1532,1562,1532,1501,1586,1601,35.0
284,17:24:13.737,40401,39742,41055,40836,41650,1033,1960,936,1134,1115,1533,1561,1531,1504,1584,1602,35.0
285,17:24:16.063,40481,39520,41220,40823,41542,1034,1957,932,1133,1113,1532,1561,1530,1501,1584,1600,35.0
286,17:24:18.346,40583,39688,41226,40923,41647,1035,1960,934,1134,1114,1534,1562,1531,1501,1584,1601,35.0
287,17:24:20.637,40466,39674,41290,40793,41598,1036,1957,935,1133,1115,1534,1562,1532,1502,1583,1600,35.0
288,17:24:22.894,40329,39634,41276,40759,41544,1034,1958,935,1132,1115,1536,1561,1531,1500,1585,1599,35.0
289,17:24:25.148,40416,39483,41117,40741,41651,1034,1957,936,1134,1116,1533,1560,1530,1498,1585,1601,35.0
290,17:24:27.463,40558,39593,41149,40749,41703,1033,1958,937,1134,1116,1533,1563,1532,1504,1584,1603,35.0
291,17:24:32.321,40480,39603,41180,40733,41441,1035,1957,935,1133,1113,1533,1563,1529,1503,1583,1602,35.0
292,17:24:34.734,40512,39566,41286,40711,41715,1034,1958,935,1134,1117,1535,1561,1528,1502,1583,1601,35.0
293,17:24:37.137,40531,39501,41195,40807,41450,1034,1956,934,1135,1114,1534,1561,1533,1500,1582,1601,35.0
294,17:24:39.419,40443,39611,41162,40689,41596,1035,1957,934,1135,1115,1536,1561,1530,1501,1582,1599,35.0
295,17:24:41.736,40535,39590,41034,40769,41629,1035,1957,935,1132,1117,1532,1561,1532,1501,1583,1601,35.0
296,17:24:44.103,40424,39703,41132,40754,41535,1034,1957,933,1133,1117,1536,1563,1531,1502,1581,1601,35.0
297,17:24:46.511,40509,39598,41140,40827,41570,1034,1957,935,1134,1118,1534,1562,1533,1501,1582,1601,35.0
298,17:24:48.900,40514,39588,41178,40710,41562,1034,1957,935,1133,1115,1534,1560,1531,1503,1583,1602,35.0
299,17:24:51.252,40377,39483,41139,40820,41685,1033,1957,936,1132,1116,1533,1562,1532,1503,1585,1601,35.0
300,17:24:53.813,40496,39678,41240,40723,41703,1035,1958,936,1134,1116,1533,1562,1531,1503,1581,1599,35.0
301,17:24:58.601,40455,39567,41104,40627,41563,1036,1957,932,1135,1117,1533,1561,1530,1503,1584,1600,35.0
302,17:25:00.968,40472,39679,41225,40854,41579,1035,1958,935,1133,1118,1535,1560,1532,1500,1583,1601,35.0
303,17:25:03.380,40550,39667,41131,40783,41616,1033,1957,932,1134,1118,1536,1560,1529,1502,1582,1600,35.0
304,17:25:05.936,40293,39681,41136,40732,41587,1032,1957,935,1133,1117,1534,1561,1530,1504,1582,1600,35.0
305,17:25:08.350,40458,39768,41129,40664,41702,1033,1958,935,1134,1118,1536,1562,1530,1501,1582,1600,35.0
306,17:25:10.669,40439,39657,41204,40740,41636,1032,1959,934,1133,1118,1535,1561,1532,1501,1583,1601,35.0
307,17:25:12.990,40333,39731,41259,40689,41467,1033,1958,935,1134,1118,1532,1561,1531,1501,1582,1599,35.0
308,17:25:15.559,40382,39665,41079,40745,41643,1034,1956,937,1133,1115,1535,1562,1531,1503,1584,1601,35.0
309,17:25:18.055,40329,39841,41240,40682,41595,1033,1957,936,1132,1118,1533,1561,1530,1502,1585,1597,35.0
310,17:25:20.356,40385,39708,41255,40872,41606,1033,1956,934,1134,1118,1533,1562,1531,1500,1582,1602,36.0
311,17:25:25.216,40379,39681,41169,40729,41649,1034,1956,936,1135,1118,1535,1564,1534,1505,1584,1600,36.0
312,17:25:27.553,40357,39608,41179,40761,41762,1035,1957,936,1133,1115,1536,1561,1531,1504,1586,1600,36.0
313,17:25:29.889,40463,39575,41087,40740,41547,1035,1958,933,1134,1117,1536,1562,1532,1502,1581,1600,36.0
314,17:25:32.227,40363,39685,41117,40614,41659,1035,1957,936,1133,1116,1534,1563,1530,1501,1584,1600,36.0
315,17:25:34.477,40362,39783,41081,40705,41581,1033,1958,935,1133,1119,1532,1562,1532,1501,1585,1600,36.0
316,17:25:36.721,40440,39770,41145,40709,41675,1035,1956,935,1134,1116,1532,1561,1533,1497,1583,1600,36.0
317,17:25:39.037,40352,39721,41155,40771,41547,1034,1957,933,1135,1118,1534,1561,1532,1500,1583,1600,36.0
318,17:25:41.361,40523,39528,41313,40763,41506,1033,1957,934,1132,1116,1533,1560,1532,1501,1585,1601,36.0
319,17:25:43.694,40385,39666,41129,40791,41539,1035,1958,939,1135,1117,1533,1563,1533,1502,1582,1600,36.0
320,17:25:46.007,40553,39632,41331,40774,41494,1033,1957,936,1134,1116,1536,1561,1534,1503,1583,1599,36.0
321,17:25:50.823,40571,39653,41220,40751,41666,1034,1957,934,1134,1117,1535,1563,1531,1502,1583,1600,36.0
322,17:25:53.096,40382,39623,41122,40686,41437,1033,1957,935,1134,1118,1533,1562,1532,1501,1583,1600,36.0
323,17:25:55.376,40413,39612,41144,40669,41541,1033,1956,936,1133,1115,1533,1561,1533,1502,1582,1602,36.0
324,17:25:57.696,40479,39744,41096,40704,41562,1034,1957,935,1133,1116,1532,1561,1533,1503,1584,1599,36.0
325,17:26:00.023,40398,39752,41207,40723,41670,1035,1958,934,1135,1115,1533,1563,1533,1500,1581,1600,36.0
326,17:26:02.458,40596,39734,41176,40864,41568,1034,1958,935,1135,1115,1534,1562,1530,1502,1580,1601,36.0
327,17:26:04.893,40421,39555,41197,40888,41479,1034,1959,935,1133,1116,1535,1561,1532,1500,1584,1601,36.0
328,17:26:07.161,40443,39424,41228,40729,41653,1035,1957,935,1134,1116,1535,1563,1533,1502,1584,1604,36.0
329,17:26:09.580,40552,39698,41151,40814,41717,1034,1959,935,1134,1116,1534,1561,1531,1499,1583,1600,36.0
330,17:26:11.873,40477,39594,41185,40717,41551,1036,1957,935,1134,1115,1534,1561,1531,1501,1582,1599,36.0
331,17:26:16.720,40450,39721,41175,40752,41508,1035,1958,937,1132,1115,1536,1559,1532,1502,1583,1600,36.0
332,17:26:19.183,40503,39665,41177,40650,41748,1034,1957,935,1134,1115,1532,1561,1532,1501,1582,1599,36.0
333,17:26:21.637,40530,39668,41354,40718,41606,1036,1956,937,1131,1116,1534,1560,1531,1503,1582,1600,36.0
334,17:26:24.024,40435,39619,41089,40755,41673,1036,1958,936,1134,1116,1533,1561,1532,1501,1584,1601,36.0
335,17:26:26.401,40498,39722,41042,40744,41521,1033,1957,937,1132,1116,1535,1562,1531,1503,1584,1602,36.0
336,17:26:28.723,40425,39506,41207,40780,41607,1036,1956,934,1134,1116,1537,1562,1531,1503,1583,1601,36.0
337,17:26:31.021,40406,39685,41134,40768,41708,1035,1958,934,1134,1116,1535,1563,1532,1502,1582,1602,36.0
338,17:26:33.301,40566,39742,41124,40733,41594,1035,1956,935,1134,1114,1534,1561,1533,1502,1581,1600,36.0
339,17:26:35.662,40350,39670,41215,40805,41706,1035,1958,934,1131,1118,1537,1563,1530,1503,1585,1603,36.0
340,17:26:37.998,40397,39660,41213,40644,41589,1034,1958,934,1133,1116,1533,1562,1531,1501,1582,1598,36.0
341,17:26:42.840,40482,39578,41201,40799,41553,1035,1958,936,1132,1116,1534,1562,1530,1502,1584,1602,36.0
342,17:26:45.162,40451,39733,41181,40730,41626,1034,1956,934,1132,1114,1535,1562,1532,1500,1582,1602,36.0
343,17:26:47.443,40586,39632,41243,40672,41683,1035,1957,934,1136,1116,1533,1561,1530,1502,1584,1601,36.0
344,17:26:49.685,40469,39586,41217,40786,41535,1033,1956,936,1133,1117,1536,1561,1531,1502,1582,1600,36.0
345,17:26:52.037,40516,39651,41129,40707,41510,1034,1957,938,1133,1115,1534,1561,1531,1500,1582,1601,36.0
346,17:26:54.349,40588,39658,41138,40716,41732,1034,1957,937,1132,1116,1534,1563,1532,1498,1582,1600,36.0
347,17:26:56.612,40388,39800,41304,40811,41622,1033,1958,935,1132,1117,1533,1561,1532,1501,1582,1603,36.0
348,17:26:59.061,40507,39696,41214,40636,41479,1034,1958,934,1131,1114,1535,1560,1531,1500,1582,1602,36.0
349,17:27:01.496,40492,39582,41261,40680,41687,1032,1957,933,1134,1117,1532,1560,1533,1500,1585,1601,36.0
350,17:27:03.855,40514,39514,41165,40834,41624,1034,1957,935,1133,1116,1535,1563,1531,1500,1586,1599,36.0
351,17:27:08.800,40606,39546,41105,40789,41540,1035,1956,935,1136,1115,1533,1559,1531,1501,1583,1600,36.0
352,17:27:11.200,40402,39642,41288,40915,41576,1034,1956,937,1132,1117,1535,1560,1530,1501,1587,1600,36.0
353,17:27:13.618,40441,39476,41098,40753,41599,1035,1956,935,1134,1117,1532,1561,1531,1502,1584,1598,36.0
354,17:27:15.944,40627,39575,41025,40799,41690,1036,1958,935,1132,1116,1533,1561,1532,1503,1581,1601,36.0
355,17:27:18.328,40451,39602,41123,40774,41777,1034,1958,935,1133,1116,1533,1561,1530,1499,1585,1601,36.0
356,17:27:20.632,40489,39731,41175,40840,41654,1034,1957,936,1131,1117,1533,1563,1531,1501,1581,1602,36.0
357,17:27:22.953,40377,39878,41221,40705,41638,1036,1957,935,1131,1116,1534,1560,1532,1501,1582,1601,36.0
358,17:27:25.337,40486,39623,41207,40726,41674,1035,1957,935,1134,1114,1532,1563,1531,1503,1583,1603,36.0
359,17:27:27.662,40529,39646,41167,40835,41546,1032,1958,933,1131,1117,1535,1561,1531,1500,1583,1601,36.0
360,17:27:29.957,40550,39582,41156,40803,41629,1036,1957,936,1135,1117,1534,1563,1530,1502,1584,1601,36.0
361,17:27:34.793,40474,39682,41052,40727,41496,1034,1955,934,1132,1115,1535,1560,1529,1504,1582,1602,36.0
362,17:27:37.203,40446,39713,41074,40853,41640,1033,1956,934,1132,1114,1533,1563,1530,1502,1585,1600,36.0
363,17:27:39.678,40552,39688,41198,40801,41546,1033,1955,934,1135,1118,1533,1561,1532,1502,1582,1600,36.0
364,17:27:41.985,40611,39630,41193,40910,41698,1034,1958,936,1133,1114,1535,1562,1533,1502,1583,1600,36.0
365,17:27:44.373,40412,39634,41151,40592,41761,1035,1957,934,1132,1119,1532,1561,1533,1503,1584,1602,36.0
366,17:27:46.646,40493,39764,41148,40656,41476,1035,1957,935,1134,1117,1534,1565,1533,1501,1584,1603,36.0
367,17:27:48.867,40626,39785,41180,40760,41622,1035,1958,935,1132,1115,1533,1561,1530,1500,1584,1601,36.0
368,17:27:51.222,40494,39648,41223,40660,41585,1034,1958,934,1133,1118,1535,1562,1528,1500,1581,1599,36.0
369,17:27:53.531,40482,39653,41153,40693,41514,1034,1958,934,1133,1115,1535,1562,1532,1502,1585,1604,36.0
370,17:27:55.872,40488,39492,40963,40665,41534,1035,1956,933,1134,1116,1534,1561,1533,1502,1581,1600,36.0
371,17:28:00.722,40473,39673,41177,40927,41601,1033,1956,936,1134,1118,1535,1560,1533,1499,1585,1602,36.0
372,17:28:03.108,40471,39691,41096,40571,41453,1033,1958,934,1133,1119,1533,1562,1532,1504,1585,1599,36.0
373,17:28:05.461,40457,39591,41112,40756,41525,1033,1957,936,1134,1118,1532,1562,1529,1501,1583,1600,36.0
374,17:28:07.758,40560,39645,41091,40875,41488,1034,1956,936,1134,1117,1534,1560,1531,1501,1583,1600,36.0
375,17:28:10.017,40392,39672,41035,40634,41582,1033,1957,934,1133,1117,1533,1562,1531,1501,1582,1601,36.0
376,17:28:12.334,40471,39730,41061,40777,41649,1034,1957,936,1133,1118,1534,1564,1532,1503,1582,1601,36.0
377,17:28:14.688,40483,39543,41256,40741,41522,1034,1956,936,1133,1116,1535,1563,1531,1500,1583,1600,36.0
378,17:28:17.100,40475,39638,41218,40588,41805,1034,1956,935,1134,1115,1534,1561,1530,1503,1583,1600,36.0
379,17:28:19.563,40459,39617,41211,40820,41726,1034,1957,936,1132,1112,1535,1560,1532,1501,1584,1600,36.0
380,17:28:21.839,40545,39603,41197,40773,41632,1034,1955,936,1134,1116,1535,1561,1530,1500,1583,1600,36.0
381,17:28:26.719,40584,39644,41208,40705,41809,1036,1958,935,1131,1118,1535,1564,1530,1502,1585,1601,36.0
382,17:28:29.131,40583,39646,41279,40673,41666,1034,1957,933,1135,1114,1535,1561,1531,1500,1585,1603,36.0
383,17:28:31.608,40374,39599,41145,40739,41629,1032,1957,934,1133,1116,1533,1561,1530,1501,1587,1598,36.0
384,17:28:33.976,40554,39741,41344,40855,41496,1035,1955,934,1133,1117,1536,1563,1534,1501,1582,1600,36.0
385,17:28:36.538,40454,39764,41120,40666,41567,1032,1956,935,1132,1116,1533,1561,1532,1502,1582,1601,36.0
386,17:28:38.781,40476,39672,41205,40605,41585,1035,1957,934,1133,1113,1535,1562,1532,1499,1583,1602,36.0
387,17:28:41.042,40438,39638,41285,40850,41630,1033,1956,934,1132,1116,1534,1563,1532,1500,1582,1600,36.0
388,17:28:43.356,40442,39686,41163,40775,41627,1036,1955,935,1132,1118,1534,1561,1531,1502,1583,1601,36.0
389,17:28:45.602,40472,39561,41176,40820,41509,1034,1958,937,1130,1116,1534,1560,1532,1502,1582,1599,36.0
390,17:28:47.809,40623,39620,41023,40718,41708,1033,1957,933,1131,1118,1536,1564,1532,1500,1584,1599,36.0
391,17:28:52.650,40401,39805,41094,40881,41546,1034,1956,935,1135,1113,1535,1560,1531,1503,1584,1600,36.0
392,17:28:55.080,40337,39729,41187,40862,41633,1033,1956,934,1132,1118,1532,1564,1530,1501,1582,1602,36.0
393,17:28:57.319,40476,39632,41321,40691,41465,1032,1957,934,1135,1117,1532,1560,1530,1502,1583,1603,36.0
394,17:28:59.579,40590,39597,41136,40807,41592,1035,1957,936,1135,1117,1532,1561,1529,1500,1583,1600,36.0
395,17:29:01.908,40587,39787,41290,40767,41528,1033,1955,936,1130,1119,1533,1560,1532,1502,1583,1601,36.0
396,17:29:04.540,40620,39660,41276,40848,41567,1034,1956,937,1135,1115,1532,1560,1528,1500,1584,1603,36.0
397,17:29:06.853,40433,39719,41174,40890,41457,1033,1956,935,1134,1116,1533,1561,1532,1501,1583,1602,37.0
398,17:29:09.293,40373,39564,41084,40541,41579,1033,1958,934,1131,1116,1535,1562,1532,1500,1585,1601,37.0
399,17:29:11.928,40549,39757,41197,40828,41396,1036,1957,937,1133,1114,1533,1560,1531,1503,1583,1601,37.0
