N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
16903,05:18:48.339,40529,39637,41235,40751,41610,1035,1951,934,1134,1117,1533,1562,1531,1502,1582,1601,41.0
16904,05:18:50.656,40589,39644,41288,40929,41594,1034,1949,937,1133,1119,1533,1564,1531,1502,1585,1599,41.0
16905,05:18:53.151,40527,39470,41170,40929,41595,1035,1950,935,1135,1117,1532,1562,1528,1500,1586,1602,41.0
16906,05:18:55.575,40323,39802,41134,40748,41634,1034,1950,936,1135,1117,1532,1562,1529,1505,1586,1600,41.0
16907,05:18:57.905,40437,39765,41182,40806,41642,1035,1949,935,1133,1116,1533,1562,1530,1502,1583,1599,41.0
16908,05:19:00.178,40408,39703,41153,40723,41622,1033,1950,937,1134,1113,1534,1563,1531,1501,1584,1598,41.0
16909,05:19:02.432,40586,39582,41192,40773,41602,1035,1951,936,1132,1113,1533,1561,1531,1503,1583,1599,41.0
16910,05:19:04.675,40484,39598,41210,40720,41584,1035,1950,936,1134,1118,1533,1561,1530,1500,1585,1602,41.0
16911,05:19:09.619,40392,39625,41221,40820,41678,1035,1950,935,1132,1117,1535,1564,1530,1500,1582,1600,41.0
16912,05:19:11.991,40502,39839,41193,40911,41522,1034,1949,936,1134,1115,1537,1563,1531,1502,1581,1601,41.0
16913,05:19:14.276,40480,39727,41303,40748,41674,1035,1951,935,1134,1118,1534,1561,1531,1503,1584,1601,41.0
16914,05:19:16.529,40413,39722,41115,40682,41439,1035,1949,935,1133,1113,1533,1563,1529,1500,1584,1598,41.0
16915,05:19:18.862,40358,39656,41143,40844,41619,1034,1949,935,1131,1116,1535,1561,1529,1502,1581,1600,41.0
16916,05:19:21.090,40489,39613,41163,40741,41478,1034,1950,934,1134,1116,1533,1561,1531,1501,1584,1600,41.0
16917,05:19:23.373,40467,39603,41127,40706,41502,1034,1951,934,1133,1116,1537,1562,1530,1501,1584,1600,41.0
16918,05:19:25.617,40432,39622,41220,40716,41700,1034,1949,936,1134,1115,1532,1561,1530,1501,1581,1602,41.0
16919,05:19:27.861,40349,39609,41321,40739,41626,1034,1951,936,1134,1116,1533,1563,1530,1502,1582,1601,41.0
16920,05:19:30.112,40591,39517,41264,40854,41618,1036,1951,935,1134,1116,1533,1562,1530,1500,1583,1600,41.0
16921,05:19:34.920,40524,39535,41367,40723,41609,1034,1950,935,1134,1117,1532,1564,1531,1501,1583,1601,41.0
16922,05:19:37.237,40439,39785,41185,40758,41575,1034,1948,936,1134,1116,1536,1562,1532,1503,1582,1600,41.0
16923,05:19:39.682,40561,39739,41033,40881,41485,1033,1950,935,1132,1116,1532,1561,1532,1499,1584,1600,41.0
16924,05:19:42.136,40543,39629,41161,40811,41594,1034,1950,934,1133,1116,1534,1561,1530,1500,1587,1601,41.0
16925,05:19:44.395,40319,39610,41262,40774,41552,1033,1949,935,1133,1115,1534,1563,1531,1504,1584,1602,41.0
16926,05:19:46.644,40524,39586,41248,40651,41618,1034,1951,934,1132,1118,1536,1562,1530,1500,1583,1600,41.0
16927,05:19:48.880,40355,39672,41081,40695,41581,1033,1952,934,1134,1118,1536,1561,1530,1499,1584,1601,41.0
16928,05:19:51.177,40507,39667,41270,40773,41776,1036,1950,935,1134,1114,1536,1562,1529,1505,1583,1602,41.0
16929,05:19:53.639,40580,39570,41183,40762,41552,1033,1950,935,1136,1115,1535,1562,1530,1501,1586,1600,41.0
16930,05:19:55.905,40527,39809,41100,40687,41644,1034,1950,935,1134,1115,1533,1563,1528,1503,1585,1600,41.0
16931,05:20:00.758,40481,39574,41218,40703,41638,1035,1950,936,1134,1117,1532,1560,1530,1503,1585,1600,41.0
16932,05:20:03.124,40514,39662,41213,40987,41567,1035,1950,939,1132,1116,1535,1560,1531,1498,1581,1599,41.0
16933,05:20:05.398,40511,39605,40978,40656,41597,1035,1950,936,1133,1118,1533,1563,1531,1502,1584,1603,41.0
16934,05:20:07.676,40520,39753,41061,40932,41588,1036,1950,934,1132,1117,1535,1562,1530,1502,1584,1600,41.0
16935,05:20:10.018,40538,39593,41204,40713,41660,1034,1950,934,1132,1114,1535,1563,1531,1500,1585,1601,41.0
16936,05:20:12.348,40475,39712,41131,40822,41673,1034,1950,935,1134,1113,1536,1564,1529,1502,1585,1601,41.0
16937,05:20:14.740,40521,39574,41249,40600,41547,1035,1950,935,1134,1118,1535,1561,1530,1501,1583,1601,41.0
16938,05:20:17.094,40467,39655,41319,40725,41702,1033,1950,937,1133,1117,1532,1563,1529,1500,1586,1600,41.0
16939,05:20:19.402,40434,39676,41051,40669,41653,1036,1950,934,1136,1117,1536,1563,1531,1501,1584,1601,41.0
16940,05:20:21.646,40601,39529,41052,40823,41600,1036,1950,936,1135,1118,1534,1561,1531,1502,1584,1602,41.0
16941,05:20:26.441,40557,39743,41145,40691,41418,1036,1951,935,1133,1116,1535,1562,1531,1503,1584,1600,41.0
16942,05:20:28.898,40416,39607,41245,40745,41592,1033,1950,935,1132,1118,1536,1564,1528,1502,1585,1598,41.0
16943,05:20:31.166,40343,39560,41303,40723,41756,1033,1950,935,1135,1116,1533,1562,1531,1504,1583,1600,41.0
16944,05:20:33.519,40468,39684,41407,40670,41568,1034,1950,936,1137,1116,1534,1563,1532,1500,1583,1601,41.0
16945,05:20:35.819,40513,39740,41310,40822,41504,1034,1948,937,1136,1119,1534,1560,1529,1504,1584,1600,41.0
16946,05:20:38.207,40389,39609,41129,40744,41458,1033,1948,937,1131,1113,1536,1564,1530,1504,1584,1601,41.0
16947,05:20:40.580,40401,39726,41218,40719,41608,1035,1951,936,1136,1115,1533,1561,1530,1503,1584,1602,41.0
16948,05:20:42.776,40429,39752,41095,40788,41630,1035,1951,934,1136,1117,1535,1563,1529,1501,1585,1600,41.0
16949,05:20:45.040,40567,39631,41227,40971,41606,1035,1950,936,1133,1113,1534,1563,1531,1503,1585,1601,41.0
16950,05:20:47.241,40346,39689,41278,40809,41516,1035,1950,933,1135,1113,1534,1565,1529,1502,1581,1598,41.0
16951,05:20:52.064,40536,39658,41120,40745,41750,1034,1950,934,1134,1117,1534,1564,1528,1503,1583,1598,41.0
16952,05:20:54.376,40623,39770,41150,40630,41567,1033,1952,934,1134,1116,1534,1561,1528,1500,1582,1597,41.0
16953,05:20:56.738,40520,39662,41213,40745,41555,1033,1951,935,1132,1117,1535,1563,1531,1501,1584,1599,41.0
16954,05:20:59.076,40497,39514,41240,40638,41581,1033,1949,937,1134,1117,1533,1560,1530,1503,1581,1599,41.0
16955,05:21:01.371,40566,39503,41185,40674,41581,1035,1950,936,1134,1117,1534,1562,1531,1502,1584,1601,41.0
16956,05:21:03.598,40564,39854,41206,40833,41476,1037,1951,936,1135,1116,1534,1562,1529,1504,1585,1601,41.0
16957,05:21:05.897,40573,39720,41164,40718,41671,1035,1950,935,1134,1114,1536,1561,1529,1503,1585,1602,41.0
16958,05:21:08.106,40446,39722,41206,40856,41506,1034,1951,935,1135,1116,1534,1564,1528,1500,1586,1600,41.0
16959,05:21:10.524,40481,39568,41031,40579,41734,1033,1949,936,1133,1116,1533,1562,1531,1500,1588,1599,41.0
16960,05:21:12.847,40532,39683,41339,40866,41693,1033,1950,935,1135,1113,1536,1562,1531,1502,1585,1600,41.0
16961,05:21:17.704,40386,39656,41101,40849,41591,1035,1951,936,1134,1114,1536,1561,1529,1500,1586,1601,41.0
16962,05:21:20.186,40442,39775,41154,40627,41700,1034,1950,936,1133,1116,1533,1561,1530,1499,1584,1600,41.0
16963,05:21:22.582,40501,39687,41193,40736,41516,1035,1951,934,1133,1117,1532,1563,1531,1498,1584,1598,41.0
16964,05:21:24.951,40341,39697,41184,40836,41551,1035,1950,936,1133,1116,1534,1563,1529,1498,1583,1598,41.0
16965,05:21:27.269,40379,39662,41202,40672,41549,1035,1951,936,1134,1117,1532,1559,1530,1499,1586,1603,41.0
16966,05:21:29.704,40342,39703,41114,40846,41668,1034,1951,935,1134,1116,1534,1564,1530,1502,1581,1601,41.0
16967,05:21:32.137,40388,39565,41221,40781,41581,1034,1950,934,1134,1116,1535,1562,1530,1499,1585,1600,41.0
16968,05:21:34.467,40491,39669,41204,40725,41607,1035,1951,936,1133,1115,1534,1560,1531,1502,1583,1602,41.0
16969,05:21:36.722,40446,39715,41122,40704,41653,1035,1950,935,1135,1118,1534,1563,1530,1500,1582,1601,41.0
16970,05:21:38.903,40563,39895,41273,40754,41510,1033,1949,934,1133,1117,1535,1561,1528,1499,1585,1602,41.0
16971,05:21:43.799,40507,39479,41025,40677,41657,1033,1950,937,1133,1116,1534,1562,1531,1500,1584,1600,41.0
16972,05:21:46.103,40525,39729,41262,40752,41604,1035,1949,936,1135,1118,1535,1562,1530,1500,1583,1601,41.0
16973,05:21:48.574,40503,39507,41277,40820,41504,1034,1950,935,1133,1118,1535,1564,1531,1498,1583,1599,41.0
16974,05:21:50.940,40447,39682,41188,40788,41476,1034,1950,934,1133,1115,1534,1563,1528,1504,1586,1600,41.0
16975,05:21:53.235,40537,39715,41174,40850,41522,1035,1951,937,1131,1114,1534,1561,1530,1503,1584,1600,41.0
16976,05:21:55.475,40539,39841,41305,40636,41495,1036,1950,935,1133,1117,1536,1563,1531,1504,1584,1599,41.0
16977,05:21:57.844,40549,39739,41264,40806,41560,1033,1949,935,1132,1114,1536,1563,1533,1502,1582,1602,41.0
16978,05:22:00.220,40465,39635,41223,40887,41494,1035,1951,935,1134,1115,1534,1561,1529,1504,1584,1602,41.0
16979,05:22:02.591,40386,39625,41269,40929,41578,1038,1950,934,1133,1118,1536,1563,1532,1502,1587,1602,41.0
16980,05:22:05.019,40606,39601,41148,40832,41676,1035,1950,936,1135,1117,1535,1562,1531,1501,1587,1600,41.0
16981,05:22:09.912,40380,39611,41215,40653,41511,1034,1950,935,1132,1117,1534,1564,1529,1501,1583,1600,41.0
16982,05:22:12.225,40444,39804,41156,40806,41493,1033,1949,936,1131,1118,1535,1562,1530,1504,1582,1600,41.0
16983,05:22:14.539,40433,39649,41183,40686,41736,1035,1948,934,1130,1118,1534,1562,1529,1499,1584,1602,41.0
16984,05:22:16.982,40398,39663,41189,40774,41479,1033,1951,934,1134,1115,1534,1563,1530,1502,1582,1602,41.0
16985,05:22:19.297,40546,39748,41274,40778,41636,1036,1948,935,1134,1116,1532,1563,1529,1501,1585,1602,41.0
16986,05:22:21.528,40583,39504,41074,40757,41703,1034,1951,935,1134,1117,1533,1562,1529,1501,1585,1599,41.0
16987,05:22:23.747,40501,39827,41258,40718,41697,1033,1950,934,1134,1117,1535,1564,1529,1500,1583,1601,41.0
16988,05:22:26.005,40541,39445,41041,40604,41694,1033,1949,935,1136,1116,1532,1561,1528,1501,1585,1600,41.0
16989,05:22:28.315,40503,39618,41270,40647,41683,1034,1951,934,1133,1116,1534,1562,1528,1502,1584,1601,41.0
16990,05:22:30.578,40539,39711,41106,40800,41643,1034,1950,935,1134,1115,1534,1562,1529,1502,1585,1602,41.0
16991,05:22:35.342,40480,39748,41053,40667,41595,1035,1949,935,1134,1116,1536,1564,1528,1504,1584,1602,41.0
16992,05:22:37.727,40493,39728,41164,40739,41680,1034,1951,935,1131,1119,1537,1560,1529,1502,1585,1600,41.0
16993,05:22:40.052,40438,39532,41176,40728,41501,1034,1950,936,1131,1115,1535,1561,1531,1503,1583,1600,41.0
16994,05:22:42.440,40429,39704,41133,40767,41644,1034,1948,934,1134,1116,1532,1563,1530,1502,1585,1603,41.0
16995,05:22:44.799,40423,39719,41223,40715,41584,1036,1951,935,1133,1115,1535,1563,1529,1502,1586,1598,41.0
16996,05:22:47.211,40477,39650,41235,40759,41476,1033,1950,935,1132,1116,1536,1563,1528,1504,1586,1602,41.0
16997,05:22:49.561,40449,39765,41035,40773,41737,1034,1951,935,1131,1115,1532,1561,1529,1500,1586,1600,41.0
16998,05:22:51.859,40505,39783,41188,40809,41562,1035,1949,936,1131,1117,1534,1562,1531,1503,1582,1601,41.0
16999,05:22:54.140,40422,39694,41193,40819,41578,1034,1951,934,1134,1116,1532,1562,1531,1504,1582,1600,41.0
17000,05:22:56.356,40464,39679,41156,40736,41352,1034,1951,932,1131,1115,1534,1562,1529,1502,1583,1602,41.0
17001,05:23:01.152,40505,39580,41170,40689,41454,1033,1951,934,1135,1118,1534,1565,1530,1499,1584,1598,41.0
17002,05:23:03.674,40492,39924,41317,40742,41530,1035,1948,936,1134,1118,1536,1564,1530,1502,1582,1600,41.0
17003,05:23:06.006,40486,39769,41208,40662,41578,1035,1951,935,1131,1114,1532,1561,1531,1500,1583,1599,41.0
17004,05:23:08.338,40450,39551,41249,40752,41616,1034,1950,934,1133,1114,1535,1560,1530,1501,1585,1601,41.0
17005,05:23:10.645,40529,39635,41158,40844,41473,1034,1950,934,1134,1117,1534,1563,1529,1500,1584,1600,41.0
17006,05:23:12.906,40464,39567,41092,40855,41656,1036,1950,935,1132,1118,1534,1564,1529,1500,1585,1599,41.0
17007,05:23:15.197,40524,39751,41241,40911,41477,1036,1950,936,1134,1116,1532,1562,1528,1501,1584,1600,41.0
17008,05:23:17.658,40485,39728,41177,40548,41602,1034,1949,937,1135,1118,1535,1562,1532,1503,1582,1599,41.0
17009,05:23:20.083,40510,39678,41304,40860,41593,1034,1950,935,1133,1118,1537,1563,1531,1502,1581,1603,41.0
17010,05:23:22.561,40514,39680,41176,40715,41455,1036,1949,935,1134,1116,1534,1562,1532,1502,1582,1602,41.0
17011,05:23:27.426,40513,39669,41103,40884,41572,1035,1949,933,1132,1117,1533,1562,1530,1503,1583,1598,41.0
17012,05:23:29.789,40368,39586,41077,40696,41552,1033,1949,936,1131,1116,1536,1562,1531,1500,1585,1600,41.0
17013,05:23:32.039,40561,39646,41158,40901,41639,1033,1948,934,1133,1118,1534,1564,1530,1500,1585,1602,41.0
17014,05:23:34.282,40413,39467,41080,40788,41711,1035,1949,937,1134,1117,1534,1563,1530,1503,1585,1599,41.0
17015,05:23:36.502,40460,39672,41062,40776,41549,1034,1951,935,1136,1118,1533,1560,1530,1502,1585,1600,41.0
17016,05:23:38.737,40596,39586,41267,40766,41605,1035,1950,935,1135,1118,1533,1561,1532,1500,1583,1600,41.0
17017,05:23:41.000,40404,39643,41225,40910,41607,1035,1950,936,1133,1112,1536,1563,1530,1501,1585,1600,41.0
17018,05:23:43.289,40474,39724,41187,40689,41535,1034,1949,936,1134,1119,1537,1563,1533,1502,1583,1602,41.0
17019,05:23:45.612,40487,39785,41191,40719,41523,1033,1949,935,1131,1114,1534,1564,1530,1504,1584,1601,41.0
17020,05:23:47.957,40530,39587,41339,40673,41576,1033,1949,935,1134,1115,1533,1563,1532,1503,1584,1599,41.0
17021,05:23:52.890,40402,39642,41264,40670,41491,1035,1951,937,1134,1118,1533,1562,1531,1502,1586,1602,41.0
17022,05:23:55.288,40469,39735,41147,40896,41684,1034,1947,936,1134,1117,1535,1563,1532,1500,1584,1601,41.0
17023,05:23:57.619,40511,39647,41165,40724,41633,1034,1950,935,1135,1116,1533,1563,1530,1499,1583,1602,41.0
17024,05:23:59.853,40412,39762,41211,40766,41608,1034,1951,934,1134,1116,1535,1564,1531,1502,1582,1602,41.0
17025,05:24:02.114,40345,39792,41144,40829,41637,1035,1947,934,1137,1112,1533,1563,1532,1502,1582,1597,41.0
17026,05:24:04.357,40577,39543,41087,40823,41501,1035,1948,934,1135,1116,1533,1561,1532,1503,1581,1598,41.0
17027,05:24:06.520,40625,39574,41245,40857,41568,1034,1949,933,1135,1116,1532,1561,1531,1501,1585,1600,41.0
17028,05:24:08.802,40460,39526,41178,40690,41611,1035,1949,936,1133,1115,1531,1563,1532,1500,1584,1598,41.0
17029,05:24:11.119,40502,39611,41067,40815,41587,1034,1949,933,1133,1117,1533,1563,1530,1502,1584,1599,41.0
17030,05:24:13.421,40431,39522,41180,40813,41516,1035,1950,936,1131,1115,1534,1562,1532,1502,1583,1600,41.0
17031,05:24:18.210,40427,39556,41180,40822,41609,1033,1950,935,1131,1117,1534,1561,1530,1501,1585,1600,41.0
17032,05:24:20.502,40683,39518,41175,40654,41544,1035,1950,936,1134,1115,1533,1563,1531,1501,1582,1599,41.0
17033,05:24:22.761,40655,39675,41214,40915,41502,1034,1948,935,1135,1112,1533,1564,1527,1503,1583,1599,41.0
17034,05:24:25.047,40507,39690,41161,40738,41599,1034,1950,934,1132,1114,1534,1564,1531,1502,1585,1603,41.0
17035,05:24:27.301,40448,39675,41037,40811,41661,1033,1950,936,1135,1117,1535,1560,1532,1501,1585,1601,41.0
17036,05:24:29.737,40599,39629,41157,40785,41534,1034,1950,935,1132,1117,1536,1562,1529,1502,1583,1599,41.0
17037,05:24:32.083,40472,39537,41252,40676,41695,1034,1950,937,1133,1116,1536,1563,1530,1500,1587,1601,41.0
17038,05:24:34.464,40630,39649,41152,40910,41666,1035,1950,935,1132,1116,1535,1561,1531,1504,1582,1602,41.0
17039,05:24:36.819,40536,39537,41175,40779,41672,1034,1948,935,1135,1117,1533,1563,1532,1500,1584,1600,41.0
17040,05:24:39.205,40592,39577,41226,40702,41611,1036,1951,933,1131,1117,1534,1563,1532,1502,1581,1603,41.0
17041,05:24:44.107,40504,39555,41164,40648,41560,1034,1950,936,1131,1119,1531,1562,1530,1502,1583,1602,41.0
17042,05:24:46.581,40470,39813,41202,40893,41616,1036,1951,935,1134,1115,1533,1562,1529,1503,1584,1600,41.0
17043,05:24:49.122,40456,39453,41172,40828,41565,1033,1951,936,1134,1117,1536,1560,1529,1503,1582,1599,41.0
17044,05:24:51.481,40435,39703,41060,40849,41688,1033,1950,936,1133,1117,1533,1562,1527,1499,1585,1601,41.0
17045,05:24:53.710,40545,39794,41189,40670,41558,1033,1949,935,1136,1117,1534,1562,1529,1503,1585,1601,41.0
17046,05:24:55.994,40580,39686,41184,40666,41697,1033,1949,934,1134,1116,1535,1563,1529,1502,1581,1600,41.0
17047,05:24:58.284,40491,39634,41103,40809,41641,1033,1951,937,1135,1118,1534,1563,1529,1501,1582,1600,41.0
17048,05:25:00.540,40374,39548,41236,40684,41491,1033,1950,937,1134,1115,1534,1565,1530,1500,1584,1601,41.0
17049,05:25:02.798,40395,39650,41170,40608,41571,1034,1949,935,1134,1118,1533,1563,1527,1500,1584,1599,41.0
17050,05:25:05.128,40555,39748,40952,40877,41572,1033,1950,936,1134,1116,1536,1563,1528,1501,1583,1600,41.0
17051,05:25:10.025,40469,39479,41294,40701,41557,1033,1951,934,1134,1116,1535,1565,1531,1498,1583,1602,41.0
17052,05:25:12.451,40474,39667,41189,40722,41647,1035,1950,936,1131,1117,1533,1563,1531,1498,1585,1600,41.0
17053,05:25:14.829,40544,39693,41212,40758,41555,1034,1949,935,1134,1115,1533,1563,1527,1502,1584,1600,41.0
17054,05:25:17.109,40495,39821,41084,40869,41629,1034,1949,937,1134,1117,1531,1560,1531,1502,1585,1600,41.0
17055,05:25:19.358,40533,39624,41152,40731,41484,1035,1951,935,1134,1118,1534,1561,1530,1504,1584,1598,41.0
17056,05:25:21.674,40463,39746,41172,40823,41569,1035,1950,937,1133,1116,1535,1563,1530,1502,1583,1601,41.0
17057,05:25:24.000,40440,39739,41126,40963,41425,1035,1950,935,1133,1120,1534,1562,1528,1504,1586,1601,41.0
17058,05:25:26.379,40501,39646,41105,40800,41570,1032,1949,933,1134,1115,1532,1561,1531,1501,1584,1598,41.0
17059,05:25:28.665,40459,39765,41172,40651,41591,1035,1949,934,1135,1116,1535,1561,1528,1501,1584,1600,41.0
17060,05:25:31.030,40503,39690,41272,40811,41594,1033,1949,935,1132,1118,1534,1562,1531,1501,1585,1602,41.0
17061,05:25:35.878,40444,39613,41279,40815,41628,1037,1950,936,1133,1116,1535,1561,1531,1501,1583,1603,41.0
17062,05:25:38.290,40509,39748,41204,40692,41504,1035,1952,934,1132,1118,1534,1560,1528,1502,1581,1598,41.0
17063,05:25:40.674,40455,39604,41178,40806,41685,1036,1951,933,1132,1114,1532,1563,1529,1502,1583,1598,41.0
17064,05:25:42.985,40551,39599,41306,40669,41656,1033,1950,935,1132,1113,1534,1562,1529,1502,1585,1600,41.0
17065,05:25:45.216,40511,39687,41230,40879,41419,1035,1949,935,1135,1118,1532,1559,1529,1502,1584,1600,41.0
17066,05:25:47.494,40324,39639,41033,40782,41704,1034,1951,936,1134,1117,1532,1562,1531,1502,1584,1600,41.0
17067,05:25:49.773,40431,39709,41125,40824,41783,1034,1950,934,1133,1117,1534,1563,1530,1503,1584,1600,41.0
17068,05:25:52.047,40389,39685,41308,40759,41599,1035,1948,936,1134,1118,1534,1564,1530,1500,1585,1598,41.0
17069,05:25:54.240,40536,39651,40998,40850,41623,1035,1952,935,1133,1116,1532,1562,1530,1500,1584,1601,41.0
17070,05:25:56.505,40557,39767,41019,40800,41588,1035,1951,936,1136,1118,1535,1561,1530,1503,1585,1599,41.0
17071,05:26:01.463,40387,39620,41245,40726,41655,1034,1951,934,1132,1117,1533,1565,1529,1504,1583,1601,41.0
17072,05:26:03.804,40517,39634,41279,40852,41736,1033,1948,934,1132,1117,1535,1560,1531,1499,1583,1602,41.0
17073,05:26:06.100,40375,39708,41169,40806,41525,1034,1949,935,1131,1118,1532,1562,1530,1502,1584,1602,41.0
17074,05:26:08.394,40493,39677,41209,40612,41529,1033,1950,936,1134,1117,1533,1562,1529,1501,1582,1601,41.0
17075,05:26:10.681,40511,39637,41203,40777,41749,1037,1950,934,1133,1117,1533,1563,1532,1503,1582,1598,41.0
17076,05:26:12.937,40511,39555,41088,40819,41719,1032,1950,937,1132,1116,1535,1561,1532,1503,1582,1598,41.0
17077,05:26:15.185,40517,39664,41387,40833,41495,1036,1951,934,1133,1114,1534,1561,1532,1502,1584,1601,41.0
17078,05:26:17.437,40410,39647,41151,40594,41522,1033,1950,934,1131,1118,1534,1564,1529,1503,1585,1600,41.0
17079,05:26:19.711,40453,39752,41372,40579,41494,1037,1948,933,1133,1117,1537,1564,1532,1500,1586,1600,41.0
17080,05:26:21.978,40527,39730,41077,40722,41588,1035,1950,936,1131,1115,1535,1562,1530,1501,1584,1601,41.0
17081,05:26:26.862,40525,39716,41117,40751,41559,1035,1950,936,1133,1114,1535,1561,1531,1502,1583,1599,41.0
17082,05:26:29.172,40527,39690,41288,40770,41553,1035,1952,934,1134,1117,1534,1563,1531,1502,1581,1599,41.0
17083,05:26:31.587,40431,39643,41114,40714,41585,1036,1950,934,1131,1117,1534,1563,1528,1498,1582,1599,41.0
17084,05:26:33.982,40470,39757,41105,40908,41609,1035,1950,935,1132,1116,1534,1562,1529,1501,1584,1602,41.0
17085,05:26:36.360,40625,39781,41346,40867,41597,1035,1950,935,1133,1118,1532,1561,1530,1504,1584,1601,41.0
17086,05:26:38.618,40503,39504,41123,40752,41619,1033,1949,937,1133,1116,1535,1564,1528,1505,1584,1602,41.0
17087,05:26:40.882,40485,39417,41245,40882,41645,1034,1951,935,1133,1118,1536,1561,1530,1498,1581,1600,41.0
17088,05:26:43.177,40496,39669,41166,40716,41692,1037,1951,933,1132,1114,1534,1562,1531,1502,1583,1602,41.0
17089,05:26:45.439,40623,39738,41261,40842,41611,1035,1949,934,1134,1114,1535,1561,1531,1500,1584,1600,41.0
17090,05:26:47.719,40342,39873,41098,40560,41764,1034,1950,936,1136,1115,1535,1562,1532,1502,1584,1600,41.0
17091,05:26:52.582,40457,39698,41137,40680,41740,1034,1950,933,1133,1118,1537,1561,1531,1501,1584,1600,41.0
17092,05:26:54.919,40423,39758,41120,40956,41601,1035,1949,936,1133,1117,1534,1562,1530,1501,1582,1601,41.0
17093,05:26:57.179,40508,39723,41104,40819,41711,1034,1951,936,1135,1117,1536,1563,1532,1501,1585,1600,41.0
17094,05:26:59.526,40460,39681,41218,40687,41508,1034,1950,934,1135,1115,1535,1560,1531,1501,1584,1599,41.0
17095,05:27:01.853,40457,39541,41181,40838,41601,1035,1950,934,1134,1118,1533,1562,1528,1503,1583,1600,41.0
17096,05:27:04.229,40424,39628,41266,40810,41602,1036,1950,935,1136,1117,1534,1563,1532,1503,1585,1600,41.0
17097,05:27:06.658,40452,39633,41015,40839,41647,1034,1950,934,1132,1117,1535,1561,1531,1501,1587,1598,41.0
17098,05:27:09.074,40541,39806,41136,40839,41585,1035,1949,936,1135,1118,1536,1561,1531,1504,1583,1600,41.0
17099,05:27:11.485,40484,39685,41135,40786,41756,1035,1950,936,1134,1114,1531,1562,1529,1499,1582,1598,41.0
17100,05:27:13.763,40434,39632,41141,40841,41498,1035,1951,936,1134,1117,1533,1561,1532,1502,1584,1598,41.0
17101,05:27:18.621,40505,39638,41113,40791,41607,1035,1949,936,1134,1118,1534,1564,1529,1501,1583,1602,41.0
17102,05:27:20.915,40393,39884,41133,40869,41616,1036,1950,935,1136,1115,1534,1562,1528,1502,1581,1599,41.0
17103,05:27:23.282,40432,39720,41154,40709,41704,1033,1950,935,1134,1117,1533,1562,1531,1503,1582,1600,41.0
17104,05:27:25.636,40510,39576,41180,40729,41629,1035,1951,933,1134,1118,1535,1564,1529,1501,1581,1603,41.0
17105,05:27:27.873,40623,39806,41176,40959,41395,1035,1950,934,1133,1118,1533,1561,1527,1504,1585,1599,41.0
17106,05:27:30.127,40437,39581,41142,40783,41569,1033,1950,935,1136,1116,1533,1562,1528,1502,1582,1600,41.0
17107,05:27:32.377,40469,39715,41193,40731,41462,1035,1950,936,1133,1118,1535,1564,1528,1498,1586,1599,41.0
17108,05:27:34.578,40368,39656,41090,40811,41574,1035,1950,935,1135,1115,1534,1562,1529,1499,1585,1601,41.0
17109,05:27:36.800,40375,39595,41240,40773,41689,1035,1950,936,1132,1115,1535,1563,1529,1500,1582,1602,41.0
17110,05:27:39.068,40417,39788,41167,40771,41679,1035,1949,938,1136,1117,1535,1563,1529,1502,1584,1598,41.0
17111,05:27:44.041,40442,39628,41222,40691,41552,1034,1950,935,1132,1117,1534,1564,1529,1503,1581,1600,41.0
17112,05:27:46.521,40574,39601,41199,40819,41729,1035,1950,934,1135,1115,1534,1562,1528,1503,1584,1602,41.0
17113,05:27:48.866,40537,39718,41204,40729,41577,1035,1949,937,1132,1119,1535,1562,1529,1503,1587,1599,41.0
17114,05:27:51.199,40587,39635,41188,40686,41702,1035,1950,934,1131,1118,1533,1564,1532,1503,1582,1600,41.0
17115,05:27:53.567,40323,39752,41136,40659,41700,1035,1950,935,1133,1115,1533,1560,1532,1499,1585,1601,41.0
17116,05:27:55.977,40439,39466,41205,40724,41567,1035,1951,934,1134,1118,1535,1564,1530,1501,1584,1599,41.0
17117,05:27:58.425,40455,39609,41086,40907,41634,1036,1950,934,1132,1116,1535,1564,1531,1501,1585,1601,41.0
17118,05:28:00.818,40492,39675,41177,40804,41605,1034,1950,935,1133,1114,1534,1563,1533,1503,1582,1601,41.0
17119,05:28:03.211,40410,39854,41192,40709,41680,1035,1949,934,1133,1117,1535,1561,1529,1500,1586,1602,41.0
17120,05:28:05.578,40412,39762,41076,40702,41620,1034,1950,935,1135,1117,1535,1563,1531,1501,1587,1601,41.0
17121,05:28:10.426,40401,39730,41249,40709,41578,1036,1950,934,1134,1117,1535,1564,1530,1503,1583,1601,41.0
17122,05:28:12.779,40477,39602,41220,40913,41540,1034,1950,936,1133,1116,1535,1563,1529,1498,1582,1601,41.0
